"YEAR","REGION","COUNTY NAME","GRADE","ENROLLMENT"
"2019-2020",01,"CAMERON COUNTY","Kindergarten",5595
"2019-2020",01,"CAMERON COUNTY","Grade 1",5972
"2019-2020",01,"CAMERON COUNTY","Grade 2",6041
"2019-2020",01,"CAMERON COUNTY","Grade 3",6172
"2019-2020",01,"CAMERON COUNTY","Grade 4",6262
"2019-2020",01,"CAMERON COUNTY","Grade 5",6659
"2019-2020",01,"CAMERON COUNTY","Grade 6",6679
"2019-2020",01,"CAMERON COUNTY","Grade 7",7095
"2019-2020",01,"CAMERON COUNTY","Grade 8",7158
"2019-2020",01,"CAMERON COUNTY","Grade 9",8295
"2019-2020",01,"CAMERON COUNTY","Grade 10",7969
"2019-2020",01,"CAMERON COUNTY","Grade 11",7516
"2019-2020",01,"CAMERON COUNTY","Grade 12",7160
"2019-2020",08,"CAMP COUNTY","Early Education",8
"2019-2020",08,"CAMP COUNTY","Pre-kindergarten",88
"2019-2020",08,"CAMP COUNTY","Kindergarten",188
"2019-2020",08,"CAMP COUNTY","Grade 1",197
"2019-2020",08,"CAMP COUNTY","Grade 2",137
"2019-2020",08,"CAMP COUNTY","Grade 3",156
"2019-2020",08,"CAMP COUNTY","Grade 4",202
"2019-2020",08,"CAMP COUNTY","Grade 5",170
"2019-2020",08,"CAMP COUNTY","Grade 6",219
"2019-2020",08,"CAMP COUNTY","Grade 7",185
"2019-2020",08,"CAMP COUNTY","Grade 8",185
"2019-2020",08,"CAMP COUNTY","Grade 9",201
"2019-2020",08,"CAMP COUNTY","Grade 10",191
"2019-2020",08,"CAMP COUNTY","Grade 11",155
"2019-2020",08,"CAMP COUNTY","Grade 12",159
"2019-2020",16,"CARSON COUNTY","Early Education",7
"2019-2020",16,"CARSON COUNTY","Pre-kindergarten",58
"2019-2020",16,"CARSON COUNTY","Kindergarten",78
"2019-2020",16,"CARSON COUNTY","Grade 1",84
"2019-2020",16,"CARSON COUNTY","Grade 2",72
"2019-2020",16,"CARSON COUNTY","Grade 3",78
"2019-2020",16,"CARSON COUNTY","Grade 4",82
"2019-2020",16,"CARSON COUNTY","Grade 5",97
"2019-2020",16,"CARSON COUNTY","Grade 6",95
"2019-2020",16,"CARSON COUNTY","Grade 7",91
"2019-2020",16,"CARSON COUNTY","Grade 8",87
"2019-2020",16,"CARSON COUNTY","Grade 9",94
"2019-2020",16,"CARSON COUNTY","Grade 10",84
"2019-2020",16,"CARSON COUNTY","Grade 11",96
"2019-2020",16,"CARSON COUNTY","Grade 12",85
"2019-2020",08,"CASS COUNTY","Early Education",11
"2019-2020",08,"CASS COUNTY","Pre-kindergarten",351
"2019-2020",08,"CASS COUNTY","Kindergarten",401
"2019-2020",08,"CASS COUNTY","Grade 1",389
"2019-2020",08,"CASS COUNTY","Grade 2",390
"2019-2020",08,"CASS COUNTY","Grade 3",377
"2019-2020",08,"CASS COUNTY","Grade 4",389
"2019-2020",08,"CASS COUNTY","Grade 5",385
"2019-2020",08,"CASS COUNTY","Grade 6",414
"2019-2020",08,"CASS COUNTY","Grade 7",421
"2019-2020",08,"CASS COUNTY","Grade 8",414
"2019-2020",08,"CASS COUNTY","Grade 9",401
"2019-2020",08,"CASS COUNTY","Grade 10",421
"2019-2020",08,"CASS COUNTY","Grade 11",404
"2019-2020",08,"CASS COUNTY","Grade 12",373
"2019-2020",16,"CASTRO COUNTY","Pre-kindergarten",132
"2019-2020",16,"CASTRO COUNTY","Kindergarten",133
"2019-2020",16,"CASTRO COUNTY","Grade 1",113
"2019-2020",16,"CASTRO COUNTY","Grade 2",122
"2019-2020",16,"CASTRO COUNTY","Grade 3",112
"2019-2020",16,"CASTRO COUNTY","Grade 4",129
"2019-2020",16,"CASTRO COUNTY","Grade 5",133
"2019-2020",16,"CASTRO COUNTY","Grade 6",121
"2019-2020",16,"CASTRO COUNTY","Grade 7",122
"2019-2020",16,"CASTRO COUNTY","Grade 8",109
"2019-2020",16,"CASTRO COUNTY","Grade 9",129
"2019-2020",16,"CASTRO COUNTY","Grade 10",120
"2019-2020",16,"CASTRO COUNTY","Grade 11",124
"2019-2020",16,"CASTRO COUNTY","Grade 12",89
"2019-2020",04,"CHAMBERS COUNTY","Early Education",57
"2019-2020",05,"CHAMBERS COUNTY","Early Education",6
"2019-2020",04,"CHAMBERS COUNTY","Pre-kindergarten",193
"2019-2020",05,"CHAMBERS COUNTY","Pre-kindergarten",70
"2019-2020",04,"CHAMBERS COUNTY","Kindergarten",634
"2019-2020",05,"CHAMBERS COUNTY","Kindergarten",110
"2019-2020",04,"CHAMBERS COUNTY","Grade 1",572
"2019-2020",05,"CHAMBERS COUNTY","Grade 1",101
"2019-2020",04,"CHAMBERS COUNTY","Grade 2",517
"2019-2020",05,"CHAMBERS COUNTY","Grade 2",110
"2019-2020",04,"CHAMBERS COUNTY","Grade 3",563
"2019-2020",05,"CHAMBERS COUNTY","Grade 3",119
"2019-2020",04,"CHAMBERS COUNTY","Grade 4",592
"2019-2020",05,"CHAMBERS COUNTY","Grade 4",115
"2019-2020",04,"CHAMBERS COUNTY","Grade 5",596
"2019-2020",05,"CHAMBERS COUNTY","Grade 5",118
"2019-2020",04,"CHAMBERS COUNTY","Grade 6",580
"2019-2020",05,"CHAMBERS COUNTY","Grade 6",111
"2019-2020",04,"CHAMBERS COUNTY","Grade 7",617
"2019-2020",05,"CHAMBERS COUNTY","Grade 7",118
"2019-2020",04,"CHAMBERS COUNTY","Grade 8",567
"2019-2020",05,"CHAMBERS COUNTY","Grade 8",115
"2019-2020",04,"CHAMBERS COUNTY","Grade 9",588
"2019-2020",05,"CHAMBERS COUNTY","Grade 9",129
"2019-2020",04,"CHAMBERS COUNTY","Grade 10",576
"2019-2020",05,"CHAMBERS COUNTY","Grade 10",106
"2019-2020",04,"CHAMBERS COUNTY","Grade 11",511
"2019-2020",05,"CHAMBERS COUNTY","Grade 11",91
"2019-2020",04,"CHAMBERS COUNTY","Grade 12",438
"2019-2020",05,"CHAMBERS COUNTY","Grade 12",116
"2019-2020",07,"CHEROKEE COUNTY","Early Education",22
"2019-2020",07,"CHEROKEE COUNTY","Pre-kindergarten",541
"2019-2020",07,"CHEROKEE COUNTY","Kindergarten",622
"2019-2020",07,"CHEROKEE COUNTY","Grade 1",606
"2019-2020",07,"CHEROKEE COUNTY","Grade 2",617
"2019-2020",07,"CHEROKEE COUNTY","Grade 3",593
"2019-2020",07,"CHEROKEE COUNTY","Grade 4",622
"2019-2020",07,"CHEROKEE COUNTY","Grade 5",646
"2019-2020",07,"CHEROKEE COUNTY","Grade 6",645
"2019-2020",07,"CHEROKEE COUNTY","Grade 7",631
"2019-2020",07,"CHEROKEE COUNTY","Grade 8",638
"2019-2020",07,"CHEROKEE COUNTY","Grade 9",676
"2019-2020",07,"CHEROKEE COUNTY","Grade 10",563
"2019-2020",07,"CHEROKEE COUNTY","Grade 11",517
"2019-2020",07,"CHEROKEE COUNTY","Grade 12",523
"2019-2020",16,"CHILDRESS COUNTY","Early Education",3
"2019-2020",16,"CHILDRESS COUNTY","Pre-kindergarten",38
"2019-2020",16,"CHILDRESS COUNTY","Kindergarten",63
"2019-2020",16,"CHILDRESS COUNTY","Grade 1",64
"2019-2020",16,"CHILDRESS COUNTY","Grade 2",81
"2019-2020",16,"CHILDRESS COUNTY","Grade 3",72
"2019-2020",16,"CHILDRESS COUNTY","Grade 4",86
"2019-2020",16,"CHILDRESS COUNTY","Grade 5",91
"2019-2020",16,"CHILDRESS COUNTY","Grade 6",90
"2019-2020",16,"CHILDRESS COUNTY","Grade 7",94
"2019-2020",16,"CHILDRESS COUNTY","Grade 8",77
"2019-2020",16,"CHILDRESS COUNTY","Grade 9",80
"2019-2020",16,"CHILDRESS COUNTY","Grade 10",78
"2019-2020",16,"CHILDRESS COUNTY","Grade 11",86
"2019-2020",16,"CHILDRESS COUNTY","Grade 12",87
"2019-2020",09,"CLAY COUNTY","Early Education",7
"2019-2020",09,"CLAY COUNTY","Pre-kindergarten",79
"2019-2020",09,"CLAY COUNTY","Kindergarten",128
"2019-2020",09,"CLAY COUNTY","Grade 1",132
"2019-2020",09,"CLAY COUNTY","Grade 2",111
"2019-2020",09,"CLAY COUNTY","Grade 3",105
"2019-2020",09,"CLAY COUNTY","Grade 4",114
"2019-2020",09,"CLAY COUNTY","Grade 5",133
"2019-2020",09,"CLAY COUNTY","Grade 6",125
"2019-2020",09,"CLAY COUNTY","Grade 7",111
"2019-2020",09,"CLAY COUNTY","Grade 8",123
"2019-2020",09,"CLAY COUNTY","Grade 9",131
"2019-2020",09,"CLAY COUNTY","Grade 10",137
"2019-2020",09,"CLAY COUNTY","Grade 11",107
"2019-2020",09,"CLAY COUNTY","Grade 12",116
"2019-2020",17,"COCHRAN COUNTY","Early Education",1
"2019-2020",17,"COCHRAN COUNTY","Pre-kindergarten",39
"2019-2020",17,"COCHRAN COUNTY","Kindergarten",46
"2019-2020",17,"COCHRAN COUNTY","Grade 1",44
"2019-2020",17,"COCHRAN COUNTY","Grade 2",45
"2019-2020",17,"COCHRAN COUNTY","Grade 3",45
"2019-2020",17,"COCHRAN COUNTY","Grade 4",62
"2019-2020",17,"COCHRAN COUNTY","Grade 5",59
"2019-2020",17,"COCHRAN COUNTY","Grade 6",59
"2019-2020",17,"COCHRAN COUNTY","Grade 7",59
"2019-2020",17,"COCHRAN COUNTY","Grade 8",53
"2019-2020",17,"COCHRAN COUNTY","Grade 9",59
"2019-2020",17,"COCHRAN COUNTY","Grade 10",51
"2019-2020",17,"COCHRAN COUNTY","Grade 11",50
"2019-2020",17,"COCHRAN COUNTY","Grade 12",45
"2019-2020",15,"COKE COUNTY","Early Education",4
"2019-2020",15,"COKE COUNTY","Pre-kindergarten",34
"2019-2020",15,"COKE COUNTY","Kindergarten",38
"2019-2020",15,"COKE COUNTY","Grade 1",41
"2019-2020",15,"COKE COUNTY","Grade 2",34
"2019-2020",15,"COKE COUNTY","Grade 3",34
"2019-2020",15,"COKE COUNTY","Grade 4",38
"2019-2020",15,"COKE COUNTY","Grade 5",37
"2019-2020",15,"COKE COUNTY","Grade 6",47
"2019-2020",15,"COKE COUNTY","Grade 7",30
"2019-2020",15,"COKE COUNTY","Grade 8",34
"2019-2020",15,"COKE COUNTY","Grade 9",38
"2019-2020",15,"COKE COUNTY","Grade 10",33
"2019-2020",15,"COKE COUNTY","Grade 11",32
"2019-2020",15,"COKE COUNTY","Grade 12",40
"2019-2020",15,"COLEMAN COUNTY","Early Education",6
"2019-2020",15,"COLEMAN COUNTY","Pre-kindergarten",82
"2019-2020",15,"COLEMAN COUNTY","Kindergarten",92
"2019-2020",15,"COLEMAN COUNTY","Grade 1",82
"2019-2020",15,"COLEMAN COUNTY","Grade 2",98
"2019-2020",15,"COLEMAN COUNTY","Grade 3",88
"2019-2020",15,"COLEMAN COUNTY","Grade 4",77
"2019-2020",15,"COLEMAN COUNTY","Grade 5",103
"2019-2020",15,"COLEMAN COUNTY","Grade 6",87
"2019-2020",15,"COLEMAN COUNTY","Grade 7",104
"2019-2020",15,"COLEMAN COUNTY","Grade 8",83
"2019-2020",15,"COLEMAN COUNTY","Grade 9",102
"2019-2020",15,"COLEMAN COUNTY","Grade 10",90
"2019-2020",15,"COLEMAN COUNTY","Grade 11",86
"2019-2020",15,"COLEMAN COUNTY","Grade 12",63
"2019-2020",10,"COLLIN COUNTY","Early Education",1667
"2019-2020",10,"COLLIN COUNTY","Pre-kindergarten",3336
"2019-2020",10,"COLLIN COUNTY","Kindergarten",15145
"2019-2020",10,"COLLIN COUNTY","Grade 1",15792
"2019-2020",10,"COLLIN COUNTY","Grade 2",16128
"2019-2020",10,"COLLIN COUNTY","Grade 3",16296
"2019-2020",10,"COLLIN COUNTY","Grade 4",16697
"2019-2020",10,"COLLIN COUNTY","Grade 5",17042
"2019-2020",10,"COLLIN COUNTY","Grade 6",17688
"2019-2020",10,"COLLIN COUNTY","Grade 7",17876
"2019-2020",10,"COLLIN COUNTY","Grade 8",17491
"2019-2020",10,"COLLIN COUNTY","Grade 9",18150
"2019-2020",10,"COLLIN COUNTY","Grade 10",17427
"2019-2020",10,"COLLIN COUNTY","Grade 11",16380
"2019-2020",10,"COLLIN COUNTY","Grade 12",15682
"2019-2020",16,"COLLINGSWORTH COUNTY","Early Education",1
"2019-2020",16,"COLLINGSWORTH COUNTY","Pre-kindergarten",27
"2019-2020",16,"COLLINGSWORTH COUNTY","Kindergarten",39
"2019-2020",16,"COLLINGSWORTH COUNTY","Grade 1",36
"2019-2020",16,"COLLINGSWORTH COUNTY","Grade 2",54
"2019-2020",16,"COLLINGSWORTH COUNTY","Grade 3",48
"2019-2020",16,"COLLINGSWORTH COUNTY","Grade 4",42
"2019-2020",16,"COLLINGSWORTH COUNTY","Grade 5",41
"2019-2020",16,"COLLINGSWORTH COUNTY","Grade 6",43
"2019-2020",16,"COLLINGSWORTH COUNTY","Grade 7",51
"2019-2020",16,"COLLINGSWORTH COUNTY","Grade 8",44
"2019-2020",16,"COLLINGSWORTH COUNTY","Grade 9",30
"2019-2020",16,"COLLINGSWORTH COUNTY","Grade 10",35
"2019-2020",16,"COLLINGSWORTH COUNTY","Grade 11",39
"2019-2020",16,"COLLINGSWORTH COUNTY","Grade 12",40
"2019-2020",03,"COLORADO COUNTY","Early Education",12
"2019-2020",03,"COLORADO COUNTY","Pre-kindergarten",198
"2019-2020",03,"COLORADO COUNTY","Kindergarten",251
"2019-2020",03,"COLORADO COUNTY","Grade 1",259
"2019-2020",03,"COLORADO COUNTY","Grade 2",231
"2019-2020",03,"COLORADO COUNTY","Grade 3",241
"2019-2020",03,"COLORADO COUNTY","Grade 4",239
"2019-2020",03,"COLORADO COUNTY","Grade 5",252
"2019-2020",03,"COLORADO COUNTY","Grade 6",290
"2019-2020",03,"COLORADO COUNTY","Grade 7",254
"2019-2020",03,"COLORADO COUNTY","Grade 8",263
"2019-2020",03,"COLORADO COUNTY","Grade 9",273
"2019-2020",03,"COLORADO COUNTY","Grade 10",274
"2019-2020",03,"COLORADO COUNTY","Grade 11",285
"2019-2020",03,"COLORADO COUNTY","Grade 12",246
"2019-2020",13,"COMAL COUNTY","Early Education",38
"2019-2020",20,"COMAL COUNTY","Early Education",157
"2019-2020",13,"COMAL COUNTY","Pre-kindergarten",334
"2019-2020",20,"COMAL COUNTY","Pre-kindergarten",367
"2019-2020",13,"COMAL COUNTY","Kindergarten",713
"2019-2020",20,"COMAL COUNTY","Kindergarten",1790
"2019-2020",13,"COMAL COUNTY","Grade 1",791
"2019-2020",20,"COMAL COUNTY","Grade 1",1765
"2019-2020",13,"COMAL COUNTY","Grade 2",682
"2019-2020",20,"COMAL COUNTY","Grade 2",1843
"2019-2020",13,"COMAL COUNTY","Grade 3",712
"2019-2020",20,"COMAL COUNTY","Grade 3",1905
"2019-2020",13,"COMAL COUNTY","Grade 4",693
"2019-2020",20,"COMAL COUNTY","Grade 4",1912
"2019-2020",13,"COMAL COUNTY","Grade 5",749
"2019-2020",20,"COMAL COUNTY","Grade 5",1989
"2019-2020",13,"COMAL COUNTY","Grade 6",728
"2019-2020",20,"COMAL COUNTY","Grade 6",2118
"2019-2020",13,"COMAL COUNTY","Grade 7",722
"2019-2020",20,"COMAL COUNTY","Grade 7",2063
"2019-2020",13,"COMAL COUNTY","Grade 8",736
"2019-2020",20,"COMAL COUNTY","Grade 8",2028
"2019-2020",13,"COMAL COUNTY","Grade 9",700
"2019-2020",20,"COMAL COUNTY","Grade 9",2129
"2019-2020",13,"COMAL COUNTY","Grade 10",736
"2019-2020",20,"COMAL COUNTY","Grade 10",1996
"2019-2020",13,"COMAL COUNTY","Grade 11",625
"2019-2020",20,"COMAL COUNTY","Grade 11",1831
"2019-2020",13,"COMAL COUNTY","Grade 12",582
"2019-2020",20,"COMAL COUNTY","Grade 12",1604
"2019-2020",14,"COMANCHE COUNTY","Early Education",33
"2019-2020",14,"COMANCHE COUNTY","Pre-kindergarten",155
"2019-2020",14,"COMANCHE COUNTY","Kindergarten",177
"2019-2020",14,"COMANCHE COUNTY","Grade 1",174
"2019-2020",14,"COMANCHE COUNTY","Grade 2",165
"2019-2020",14,"COMANCHE COUNTY","Grade 3",185
"2019-2020",14,"COMANCHE COUNTY","Grade 4",164
"2019-2020",14,"COMANCHE COUNTY","Grade 5",180
"2019-2020",14,"COMANCHE COUNTY","Grade 6",190
"2019-2020",14,"COMANCHE COUNTY","Grade 7",194
"2019-2020",14,"COMANCHE COUNTY","Grade 8",188
"2019-2020",14,"COMANCHE COUNTY","Grade 9",176
"2019-2020",14,"COMANCHE COUNTY","Grade 10",156
"2019-2020",14,"COMANCHE COUNTY","Grade 11",160
"2019-2020",14,"COMANCHE COUNTY","Grade 12",141
"2019-2020",15,"CONCHO COUNTY","Early Education",6
"2019-2020",15,"CONCHO COUNTY","Pre-kindergarten",14
"2019-2020",15,"CONCHO COUNTY","Kindergarten",28
"2019-2020",15,"CONCHO COUNTY","Grade 1",24
"2019-2020",15,"CONCHO COUNTY","Grade 2",34
"2019-2020",15,"CONCHO COUNTY","Grade 3",36
"2019-2020",15,"CONCHO COUNTY","Grade 4",23
"2019-2020",15,"CONCHO COUNTY","Grade 5",33
"2019-2020",15,"CONCHO COUNTY","Grade 6",43
"2019-2020",15,"CONCHO COUNTY","Grade 7",33
"2019-2020",15,"CONCHO COUNTY","Grade 8",35
"2019-2020",15,"CONCHO COUNTY","Grade 9",36
"2019-2020",15,"CONCHO COUNTY","Grade 10",45
"2019-2020",15,"CONCHO COUNTY","Grade 11",42
"2019-2020",15,"CONCHO COUNTY","Grade 12",25
"2019-2020",11,"COOKE COUNTY","Early Education",49
"2019-2020",11,"COOKE COUNTY","Pre-kindergarten",230
"2019-2020",11,"COOKE COUNTY","Kindergarten",454
"2019-2020",11,"COOKE COUNTY","Grade 1",574
"2019-2020",11,"COOKE COUNTY","Grade 2",499
"2019-2020",11,"COOKE COUNTY","Grade 3",475
"2019-2020",11,"COOKE COUNTY","Grade 4",525
"2019-2020",11,"COOKE COUNTY","Grade 5",500
"2019-2020",11,"COOKE COUNTY","Grade 6",516
"2019-2020",11,"COOKE COUNTY","Grade 7",520
"2019-2020",11,"COOKE COUNTY","Grade 8",504
"2019-2020",11,"COOKE COUNTY","Grade 9",538
"2019-2020",11,"COOKE COUNTY","Grade 10",499
"2019-2020",11,"COOKE COUNTY","Grade 11",432
"2019-2020",11,"COOKE COUNTY","Grade 12",458
"2019-2020",12,"CORYELL COUNTY","Early Education",31
"2019-2020",12,"CORYELL COUNTY","Pre-kindergarten",692
"2019-2020",12,"CORYELL COUNTY","Kindergarten",832
"2019-2020",12,"CORYELL COUNTY","Grade 1",858
"2019-2020",12,"CORYELL COUNTY","Grade 2",848
"2019-2020",12,"CORYELL COUNTY","Grade 3",887
"2019-2020",12,"CORYELL COUNTY","Grade 4",860
"2019-2020",12,"CORYELL COUNTY","Grade 5",916
"2019-2020",12,"CORYELL COUNTY","Grade 6",914
"2019-2020",12,"CORYELL COUNTY","Grade 7",954
"2019-2020",12,"CORYELL COUNTY","Grade 8",860
"2019-2020",12,"CORYELL COUNTY","Grade 9",871
"2019-2020",12,"CORYELL COUNTY","Grade 10",855
"2019-2020",12,"CORYELL COUNTY","Grade 11",845
"2019-2020",12,"CORYELL COUNTY","Grade 12",805
"2019-2020",17,"COTTLE COUNTY","Pre-kindergarten",9
"2019-2020",17,"COTTLE COUNTY","Kindergarten",14
"2019-2020",17,"COTTLE COUNTY","Grade 1",13
"2019-2020",17,"COTTLE COUNTY","Grade 2",7
"2019-2020",17,"COTTLE COUNTY","Grade 3",16
"2019-2020",17,"COTTLE COUNTY","Grade 4",13
"2019-2020",17,"COTTLE COUNTY","Grade 5",18
"2019-2020",17,"COTTLE COUNTY","Grade 6",10
"2019-2020",17,"COTTLE COUNTY","Grade 7",15
"2019-2020",17,"COTTLE COUNTY","Grade 8",15
"2019-2020",17,"COTTLE COUNTY","Grade 9",15
"2019-2020",17,"COTTLE COUNTY","Grade 10",18
"2019-2020",17,"COTTLE COUNTY","Grade 11",23
"2019-2020",17,"COTTLE COUNTY","Grade 12",14
"2019-2020",18,"CRANE COUNTY","Early Education",4
"2019-2020",18,"CRANE COUNTY","Pre-kindergarten",87
"2019-2020",18,"CRANE COUNTY","Kindergarten",82
"2019-2020",18,"CRANE COUNTY","Grade 1",90
"2019-2020",18,"CRANE COUNTY","Grade 2",75
"2019-2020",18,"CRANE COUNTY","Grade 3",81
"2019-2020",18,"CRANE COUNTY","Grade 4",81
"2019-2020",18,"CRANE COUNTY","Grade 5",86
"2019-2020",18,"CRANE COUNTY","Grade 6",92
"2019-2020",18,"CRANE COUNTY","Grade 7",77
"2019-2020",18,"CRANE COUNTY","Grade 8",91
"2019-2020",18,"CRANE COUNTY","Grade 9",85
"2019-2020",18,"CRANE COUNTY","Grade 10",97
"2019-2020",18,"CRANE COUNTY","Grade 11",66
"2019-2020",18,"CRANE COUNTY","Grade 12",80
"2019-2020",15,"CROCKETT COUNTY","Early Education",1
"2019-2020",15,"CROCKETT COUNTY","Pre-kindergarten",44
"2019-2020",15,"CROCKETT COUNTY","Kindergarten",61
"2019-2020",15,"CROCKETT COUNTY","Grade 1",53
"2019-2020",15,"CROCKETT COUNTY","Grade 2",53
"2019-2020",15,"CROCKETT COUNTY","Grade 3",56
"2019-2020",15,"CROCKETT COUNTY","Grade 4",54
"2019-2020",15,"CROCKETT COUNTY","Grade 5",62
"2019-2020",15,"CROCKETT COUNTY","Grade 6",68
"2019-2020",15,"CROCKETT COUNTY","Grade 7",57
"2019-2020",15,"CROCKETT COUNTY","Grade 8",81
"2019-2020",15,"CROCKETT COUNTY","Grade 9",55
"2019-2020",15,"CROCKETT COUNTY","Grade 10",65
"2019-2020",15,"CROCKETT COUNTY","Grade 11",48
"2019-2020",15,"CROCKETT COUNTY","Grade 12",53
"2019-2020",17,"CROSBY COUNTY","Early Education",4
"2019-2020",17,"CROSBY COUNTY","Pre-kindergarten",85
"2019-2020",17,"CROSBY COUNTY","Kindergarten",60
"2019-2020",17,"CROSBY COUNTY","Grade 1",59
"2019-2020",17,"CROSBY COUNTY","Grade 2",74
"2019-2020",17,"CROSBY COUNTY","Grade 3",75
"2019-2020",17,"CROSBY COUNTY","Grade 4",72
"2019-2020",17,"CROSBY COUNTY","Grade 5",81
"2019-2020",17,"CROSBY COUNTY","Grade 6",88
"2019-2020",17,"CROSBY COUNTY","Grade 7",83
"2019-2020",17,"CROSBY COUNTY","Grade 8",83
"2019-2020",17,"CROSBY COUNTY","Grade 9",82
"2019-2020",17,"CROSBY COUNTY","Grade 10",89
"2019-2020",17,"CROSBY COUNTY","Grade 11",72
"2019-2020",17,"CROSBY COUNTY","Grade 12",64
"2019-2020",18,"CULBERSON COUNTY","Pre-kindergarten",23
"2019-2020",18,"CULBERSON COUNTY","Kindergarten",33
"2019-2020",18,"CULBERSON COUNTY","Grade 1",35
"2019-2020",18,"CULBERSON COUNTY","Grade 2",23
"2019-2020",18,"CULBERSON COUNTY","Grade 3",24
"2019-2020",18,"CULBERSON COUNTY","Grade 4",27
"2019-2020",18,"CULBERSON COUNTY","Grade 5",38
"2019-2020",18,"CULBERSON COUNTY","Grade 6",34
"2019-2020",18,"CULBERSON COUNTY","Grade 7",27
"2019-2020",18,"CULBERSON COUNTY","Grade 8",33
"2019-2020",18,"CULBERSON COUNTY","Grade 9",22
"2019-2020",18,"CULBERSON COUNTY","Grade 10",14
"2019-2020",18,"CULBERSON COUNTY","Grade 11",26
"2019-2020",18,"CULBERSON COUNTY","Grade 12",27
"2019-2020",16,"DALLAM COUNTY","Early Education",1
"2019-2020",16,"DALLAM COUNTY","Pre-kindergarten",110
"2019-2020",16,"DALLAM COUNTY","Kindergarten",137
"2019-2020",16,"DALLAM COUNTY","Grade 1",155
"2019-2020",16,"DALLAM COUNTY","Grade 2",134
"2019-2020",16,"DALLAM COUNTY","Grade 3",118
"2019-2020",16,"DALLAM COUNTY","Grade 4",130
"2019-2020",16,"DALLAM COUNTY","Grade 5",127
"2019-2020",16,"DALLAM COUNTY","Grade 6",143
"2019-2020",16,"DALLAM COUNTY","Grade 7",152
"2019-2020",16,"DALLAM COUNTY","Grade 8",142
"2019-2020",16,"DALLAM COUNTY","Grade 9",145
"2019-2020",16,"DALLAM COUNTY","Grade 10",123
"2019-2020",16,"DALLAM COUNTY","Grade 11",133
"2019-2020",16,"DALLAM COUNTY","Grade 12",132
"2019-2020",10,"DALLAS COUNTY","Early Education",2078
"2019-2020",10,"DALLAS COUNTY","Pre-kindergarten",27378
"2019-2020",10,"DALLAS COUNTY","Kindergarten",36309
"2019-2020",10,"DALLAS COUNTY","Grade 1",36723
"2019-2020",10,"DALLAS COUNTY","Grade 2",36678
"2019-2020",10,"DALLAS COUNTY","Grade 3",36875
"2019-2020",10,"DALLAS COUNTY","Grade 4",37481
"2019-2020",10,"DALLAS COUNTY","Grade 5",39469
"2019-2020",10,"DALLAS COUNTY","Grade 6",39398
"2019-2020",10,"DALLAS COUNTY","Grade 7",39421
"2019-2020",10,"DALLAS COUNTY","Grade 8",37709
"2019-2020",10,"DALLAS COUNTY","Grade 9",42323
"2019-2020",10,"DALLAS COUNTY","Grade 10",37459
"2019-2020",10,"DALLAS COUNTY","Grade 11",34276
"2019-2020",10,"DALLAS COUNTY","Grade 12",31556
"2019-2020",17,"DAWSON COUNTY","Early Education",5
"2019-2020",17,"DAWSON COUNTY","Pre-kindergarten",152
"2019-2020",17,"DAWSON COUNTY","Kindergarten",156
"2019-2020",17,"DAWSON COUNTY","Grade 1",212
"2019-2020",17,"DAWSON COUNTY","Grade 2",203
"2019-2020",17,"DAWSON COUNTY","Grade 3",164
"2019-2020",17,"DAWSON COUNTY","Grade 4",200
"2019-2020",17,"DAWSON COUNTY","Grade 5",173
"2019-2020",17,"DAWSON COUNTY","Grade 6",182
"2019-2020",17,"DAWSON COUNTY","Grade 7",213
"2019-2020",17,"DAWSON COUNTY","Grade 8",195
"2019-2020",17,"DAWSON COUNTY","Grade 9",178
"2019-2020",17,"DAWSON COUNTY","Grade 10",155
"2019-2020",17,"DAWSON COUNTY","Grade 11",155
"2019-2020",17,"DAWSON COUNTY","Grade 12",135
"2019-2020",16,"DEAF SMITH COUNTY","Early Education",17
"2019-2020",16,"DEAF SMITH COUNTY","Pre-kindergarten",294
"2019-2020",16,"DEAF SMITH COUNTY","Kindergarten",288
"2019-2020",16,"DEAF SMITH COUNTY","Grade 1",315
"2019-2020",16,"DEAF SMITH COUNTY","Grade 2",262
"2019-2020",16,"DEAF SMITH COUNTY","Grade 3",319
"2019-2020",16,"DEAF SMITH COUNTY","Grade 4",292
"2019-2020",16,"DEAF SMITH COUNTY","Grade 5",312
"2019-2020",16,"DEAF SMITH COUNTY","Grade 6",323
"2019-2020",16,"DEAF SMITH COUNTY","Grade 7",315
"2019-2020",16,"DEAF SMITH COUNTY","Grade 8",300
"2019-2020",16,"DEAF SMITH COUNTY","Grade 9",321
"2019-2020",16,"DEAF SMITH COUNTY","Grade 10",282
"2019-2020",16,"DEAF SMITH COUNTY","Grade 11",266
"2019-2020",16,"DEAF SMITH COUNTY","Grade 12",280
"2019-2020",08,"DELTA COUNTY","Early Education",5
"2019-2020",08,"DELTA COUNTY","Pre-kindergarten",74
"2019-2020",08,"DELTA COUNTY","Kindergarten",68
"2019-2020",08,"DELTA COUNTY","Grade 1",55
"2019-2020",08,"DELTA COUNTY","Grade 2",66
"2019-2020",08,"DELTA COUNTY","Grade 3",60
"2019-2020",08,"DELTA COUNTY","Grade 4",58
"2019-2020",08,"DELTA COUNTY","Grade 5",70
"2019-2020",08,"DELTA COUNTY","Grade 6",60
"2019-2020",08,"DELTA COUNTY","Grade 7",67
