"YEAR","REGION","COUNTY NAME","DISTRICT","DISTRICT NAME","CHARTER STATUS","GRADE","ENROLLMENT"
"2019-2020",04,"HARRIS COUNTY",101902,"ALDINE ISD","TRADITIONAL ISD/CSD","Grade 6",5062
"2019-2020",04,"HARRIS COUNTY",101902,"ALDINE ISD","TRADITIONAL ISD/CSD","Grade 7",5138
"2019-2020",04,"HARRIS COUNTY",101902,"ALDINE ISD","TRADITIONAL ISD/CSD","Grade 8",4856
"2019-2020",04,"HARRIS COUNTY",101902,"ALDINE ISD","TRADITIONAL ISD/CSD","Grade 9",5275
"2019-2020",04,"HARRIS COUNTY",101902,"ALDINE ISD","TRADITIONAL ISD/CSD","Grade 10",4738
"2019-2020",04,"HARRIS COUNTY",101902,"ALDINE ISD","TRADITIONAL ISD/CSD","Grade 11",4175
"2019-2020",04,"HARRIS COUNTY",101902,"ALDINE ISD","TRADITIONAL ISD/CSD","Grade 12",3951
"2019-2020",11,"PARKER COUNTY",184907,"ALEDO ISD","TRADITIONAL ISD/CSD","Early Education",53
"2019-2020",11,"PARKER COUNTY",184907,"ALEDO ISD","TRADITIONAL ISD/CSD","Pre-kindergarten",36
"2019-2020",11,"PARKER COUNTY",184907,"ALEDO ISD","TRADITIONAL ISD/CSD","Kindergarten",484
"2019-2020",11,"PARKER COUNTY",184907,"ALEDO ISD","TRADITIONAL ISD/CSD","Grade 1",486
"2019-2020",11,"PARKER COUNTY",184907,"ALEDO ISD","TRADITIONAL ISD/CSD","Grade 2",508
"2019-2020",11,"PARKER COUNTY",184907,"ALEDO ISD","TRADITIONAL ISD/CSD","Grade 3",473
"2019-2020",11,"PARKER COUNTY",184907,"ALEDO ISD","TRADITIONAL ISD/CSD","Grade 4",482
"2019-2020",11,"PARKER COUNTY",184907,"ALEDO ISD","TRADITIONAL ISD/CSD","Grade 5",505
"2019-2020",11,"PARKER COUNTY",184907,"ALEDO ISD","TRADITIONAL ISD/CSD","Grade 6",540
"2019-2020",11,"PARKER COUNTY",184907,"ALEDO ISD","TRADITIONAL ISD/CSD","Grade 7",538
"2019-2020",11,"PARKER COUNTY",184907,"ALEDO ISD","TRADITIONAL ISD/CSD","Grade 8",473
"2019-2020",11,"PARKER COUNTY",184907,"ALEDO ISD","TRADITIONAL ISD/CSD","Grade 9",502
"2019-2020",11,"PARKER COUNTY",184907,"ALEDO ISD","TRADITIONAL ISD/CSD","Grade 10",474
"2019-2020",11,"PARKER COUNTY",184907,"ALEDO ISD","TRADITIONAL ISD/CSD","Grade 11",443
"2019-2020",11,"PARKER COUNTY",184907,"ALEDO ISD","TRADITIONAL ISD/CSD","Grade 12",440
"2019-2020",02,"JIM WELLS COUNTY",125901,"ALICE ISD","TRADITIONAL ISD/CSD","Early Education",25
"2019-2020",02,"JIM WELLS COUNTY",125901,"ALICE ISD","TRADITIONAL ISD/CSD","Pre-kindergarten",309
"2019-2020",02,"JIM WELLS COUNTY",125901,"ALICE ISD","TRADITIONAL ISD/CSD","Kindergarten",350
"2019-2020",02,"JIM WELLS COUNTY",125901,"ALICE ISD","TRADITIONAL ISD/CSD","Grade 1",361
"2019-2020",02,"JIM WELLS COUNTY",125901,"ALICE ISD","TRADITIONAL ISD/CSD","Grade 2",351
"2019-2020",02,"JIM WELLS COUNTY",125901,"ALICE ISD","TRADITIONAL ISD/CSD","Grade 3",352
"2019-2020",02,"JIM WELLS COUNTY",125901,"ALICE ISD","TRADITIONAL ISD/CSD","Grade 4",343
"2019-2020",02,"JIM WELLS COUNTY",125901,"ALICE ISD","TRADITIONAL ISD/CSD","Grade 5",395
"2019-2020",02,"JIM WELLS COUNTY",125901,"ALICE ISD","TRADITIONAL ISD/CSD","Grade 6",350
"2019-2020",02,"JIM WELLS COUNTY",125901,"ALICE ISD","TRADITIONAL ISD/CSD","Grade 7",414
"2019-2020",02,"JIM WELLS COUNTY",125901,"ALICE ISD","TRADITIONAL ISD/CSD","Grade 8",386
"2019-2020",02,"JIM WELLS COUNTY",125901,"ALICE ISD","TRADITIONAL ISD/CSD","Grade 9",380
"2019-2020",02,"JIM WELLS COUNTY",125901,"ALICE ISD","TRADITIONAL ISD/CSD","Grade 10",317
"2019-2020",02,"JIM WELLS COUNTY",125901,"ALICE ISD","TRADITIONAL ISD/CSD","Grade 11",288
"2019-2020",02,"JIM WELLS COUNTY",125901,"ALICE ISD","TRADITIONAL ISD/CSD","Grade 12",249
"2019-2020",04,"HARRIS COUNTY",101903,"ALIEF ISD","TRADITIONAL ISD/CSD","Early Education",209
"2019-2020",04,"HARRIS COUNTY",101903,"ALIEF ISD","TRADITIONAL ISD/CSD","Pre-kindergarten",2244
"2019-2020",04,"HARRIS COUNTY",101903,"ALIEF ISD","TRADITIONAL ISD/CSD","Kindergarten",3109
"2019-2020",04,"HARRIS COUNTY",101903,"ALIEF ISD","TRADITIONAL ISD/CSD","Grade 1",3525
"2019-2020",04,"HARRIS COUNTY",101903,"ALIEF ISD","TRADITIONAL ISD/CSD","Grade 2",3405
"2019-2020",04,"HARRIS COUNTY",101903,"ALIEF ISD","TRADITIONAL ISD/CSD","Grade 3",3363
"2019-2020",04,"HARRIS COUNTY",101903,"ALIEF ISD","TRADITIONAL ISD/CSD","Grade 4",3370
"2019-2020",04,"HARRIS COUNTY",101903,"ALIEF ISD","TRADITIONAL ISD/CSD","Grade 5",3458
"2019-2020",04,"HARRIS COUNTY",101903,"ALIEF ISD","TRADITIONAL ISD/CSD","Grade 6",3268
"2019-2020",04,"HARRIS COUNTY",101903,"ALIEF ISD","TRADITIONAL ISD/CSD","Grade 7",3188
"2019-2020",04,"HARRIS COUNTY",101903,"ALIEF ISD","TRADITIONAL ISD/CSD","Grade 8",3207
"2019-2020",04,"HARRIS COUNTY",101903,"ALIEF ISD","TRADITIONAL ISD/CSD","Grade 9",3984
"2019-2020",04,"HARRIS COUNTY",101903,"ALIEF ISD","TRADITIONAL ISD/CSD","Grade 10",3274
"2019-2020",04,"HARRIS COUNTY",101903,"ALIEF ISD","TRADITIONAL ISD/CSD","Grade 11",3056
"2019-2020",04,"HARRIS COUNTY",101903,"ALIEF ISD","TRADITIONAL ISD/CSD","Grade 12",2640
"2019-2020",04,"HARRIS COUNTY",101815,"ALIEF MONTESSORI COMMUNITY SCHOOL","OPEN ENROLLMENT CHARTER","Pre-kindergarten",127
"2019-2020",04,"HARRIS COUNTY",101815,"ALIEF MONTESSORI COMMUNITY SCHOOL","OPEN ENROLLMENT CHARTER","Kindergarten",39
"2019-2020",04,"HARRIS COUNTY",101815,"ALIEF MONTESSORI COMMUNITY SCHOOL","OPEN ENROLLMENT CHARTER","Grade 1",36
"2019-2020",04,"HARRIS COUNTY",101815,"ALIEF MONTESSORI COMMUNITY SCHOOL","OPEN ENROLLMENT CHARTER","Grade 2",26
"2019-2020",04,"HARRIS COUNTY",101815,"ALIEF MONTESSORI COMMUNITY SCHOOL","OPEN ENROLLMENT CHARTER","Grade 3",37
"2019-2020",04,"HARRIS COUNTY",101815,"ALIEF MONTESSORI COMMUNITY SCHOOL","OPEN ENROLLMENT CHARTER","Grade 4",31
"2019-2020",04,"HARRIS COUNTY",101815,"ALIEF MONTESSORI COMMUNITY SCHOOL","OPEN ENROLLMENT CHARTER","Grade 5",25
"2019-2020",04,"HARRIS COUNTY",101815,"ALIEF MONTESSORI COMMUNITY SCHOOL","OPEN ENROLLMENT CHARTER","Grade 6","<20"
"2019-2020",04,"HARRIS COUNTY",101815,"ALIEF MONTESSORI COMMUNITY SCHOOL","OPEN ENROLLMENT CHARTER","Grade 7",11
"2019-2020",04,"HARRIS COUNTY",101815,"ALIEF MONTESSORI COMMUNITY SCHOOL","OPEN ENROLLMENT CHARTER","Grade 8","<10"
"2019-2020",10,"COLLIN COUNTY",043901,"ALLEN ISD","TRADITIONAL ISD/CSD","Early Education",149
"2019-2020",10,"COLLIN COUNTY",043901,"ALLEN ISD","TRADITIONAL ISD/CSD","Pre-kindergarten",188
"2019-2020",10,"COLLIN COUNTY",043901,"ALLEN ISD","TRADITIONAL ISD/CSD","Kindergarten",1459
"2019-2020",10,"COLLIN COUNTY",043901,"ALLEN ISD","TRADITIONAL ISD/CSD","Grade 1",1515
"2019-2020",10,"COLLIN COUNTY",043901,"ALLEN ISD","TRADITIONAL ISD/CSD","Grade 2",1547
"2019-2020",10,"COLLIN COUNTY",043901,"ALLEN ISD","TRADITIONAL ISD/CSD","Grade 3",1564
"2019-2020",10,"COLLIN COUNTY",043901,"ALLEN ISD","TRADITIONAL ISD/CSD","Grade 4",1618
"2019-2020",10,"COLLIN COUNTY",043901,"ALLEN ISD","TRADITIONAL ISD/CSD","Grade 5",1671
"2019-2020",10,"COLLIN COUNTY",043901,"ALLEN ISD","TRADITIONAL ISD/CSD","Grade 6",1699
"2019-2020",10,"COLLIN COUNTY",043901,"ALLEN ISD","TRADITIONAL ISD/CSD","Grade 7",1736
"2019-2020",10,"COLLIN COUNTY",043901,"ALLEN ISD","TRADITIONAL ISD/CSD","Grade 8",1771
"2019-2020",10,"COLLIN COUNTY",043901,"ALLEN ISD","TRADITIONAL ISD/CSD","Grade 9",1821
"2019-2020",10,"COLLIN COUNTY",043901,"ALLEN ISD","TRADITIONAL ISD/CSD","Grade 10",1745
"2019-2020",10,"COLLIN COUNTY",043901,"ALLEN ISD","TRADITIONAL ISD/CSD","Grade 11",1746
"2019-2020",10,"COLLIN COUNTY",043901,"ALLEN ISD","TRADITIONAL ISD/CSD","Grade 12",1651
"2019-2020",18,"BREWSTER COUNTY",022901,"ALPINE ISD","TRADITIONAL ISD/CSD","Early Education","<10"
"2019-2020",18,"BREWSTER COUNTY",022901,"ALPINE ISD","TRADITIONAL ISD/CSD","Pre-kindergarten","<60"
"2019-2020",18,"BREWSTER COUNTY",022901,"ALPINE ISD","TRADITIONAL ISD/CSD","Kindergarten",66
"2019-2020",18,"BREWSTER COUNTY",022901,"ALPINE ISD","TRADITIONAL ISD/CSD","Grade 1",66
"2019-2020",18,"BREWSTER COUNTY",022901,"ALPINE ISD","TRADITIONAL ISD/CSD","Grade 2",64
"2019-2020",18,"BREWSTER COUNTY",022901,"ALPINE ISD","TRADITIONAL ISD/CSD","Grade 3",67
"2019-2020",18,"BREWSTER COUNTY",022901,"ALPINE ISD","TRADITIONAL ISD/CSD","Grade 4",76
"2019-2020",18,"BREWSTER COUNTY",022901,"ALPINE ISD","TRADITIONAL ISD/CSD","Grade 5",64
"2019-2020",18,"BREWSTER COUNTY",022901,"ALPINE ISD","TRADITIONAL ISD/CSD","Grade 6",77
"2019-2020",18,"BREWSTER COUNTY",022901,"ALPINE ISD","TRADITIONAL ISD/CSD","Grade 7",85
"2019-2020",18,"BREWSTER COUNTY",022901,"ALPINE ISD","TRADITIONAL ISD/CSD","Grade 8",94
"2019-2020",18,"BREWSTER COUNTY",022901,"ALPINE ISD","TRADITIONAL ISD/CSD","Grade 9",73
"2019-2020",18,"BREWSTER COUNTY",022901,"ALPINE ISD","TRADITIONAL ISD/CSD","Grade 10",95
"2019-2020",18,"BREWSTER COUNTY",022901,"ALPINE ISD","TRADITIONAL ISD/CSD","Grade 11",69
"2019-2020",18,"BREWSTER COUNTY",022901,"ALPINE ISD","TRADITIONAL ISD/CSD","Grade 12",72
"2019-2020",07,"CHEROKEE COUNTY",037901,"ALTO ISD","TRADITIONAL ISD/CSD","Pre-kindergarten",38
"2019-2020",07,"CHEROKEE COUNTY",037901,"ALTO ISD","TRADITIONAL ISD/CSD","Kindergarten",42
"2019-2020",07,"CHEROKEE COUNTY",037901,"ALTO ISD","TRADITIONAL ISD/CSD","Grade 1",40
"2019-2020",07,"CHEROKEE COUNTY",037901,"ALTO ISD","TRADITIONAL ISD/CSD","Grade 2",44
"2019-2020",07,"CHEROKEE COUNTY",037901,"ALTO ISD","TRADITIONAL ISD/CSD","Grade 3",48
"2019-2020",07,"CHEROKEE COUNTY",037901,"ALTO ISD","TRADITIONAL ISD/CSD","Grade 4",48
"2019-2020",07,"CHEROKEE COUNTY",037901,"ALTO ISD","TRADITIONAL ISD/CSD","Grade 5",50
"2019-2020",07,"CHEROKEE COUNTY",037901,"ALTO ISD","TRADITIONAL ISD/CSD","Grade 6",44
"2019-2020",07,"CHEROKEE COUNTY",037901,"ALTO ISD","TRADITIONAL ISD/CSD","Grade 7",37
"2019-2020",07,"CHEROKEE COUNTY",037901,"ALTO ISD","TRADITIONAL ISD/CSD","Grade 8",52
"2019-2020",07,"CHEROKEE COUNTY",037901,"ALTO ISD","TRADITIONAL ISD/CSD","Grade 9",56
"2019-2020",07,"CHEROKEE COUNTY",037901,"ALTO ISD","TRADITIONAL ISD/CSD","Grade 10",40
"2019-2020",07,"CHEROKEE COUNTY",037901,"ALTO ISD","TRADITIONAL ISD/CSD","Grade 11",52
"2019-2020",07,"CHEROKEE COUNTY",037901,"ALTO ISD","TRADITIONAL ISD/CSD","Grade 12",40
"2019-2020",11,"JOHNSON COUNTY",126901,"ALVARADO ISD","TRADITIONAL ISD/CSD","Early Education","<10"
"2019-2020",11,"JOHNSON COUNTY",126901,"ALVARADO ISD","TRADITIONAL ISD/CSD","Pre-kindergarten","<140"
"2019-2020",11,"JOHNSON COUNTY",126901,"ALVARADO ISD","TRADITIONAL ISD/CSD","Kindergarten",230
"2019-2020",11,"JOHNSON COUNTY",126901,"ALVARADO ISD","TRADITIONAL ISD/CSD","Grade 1",256
"2019-2020",11,"JOHNSON COUNTY",126901,"ALVARADO ISD","TRADITIONAL ISD/CSD","Grade 2",267
"2019-2020",11,"JOHNSON COUNTY",126901,"ALVARADO ISD","TRADITIONAL ISD/CSD","Grade 3",234
"2019-2020",11,"JOHNSON COUNTY",126901,"ALVARADO ISD","TRADITIONAL ISD/CSD","Grade 4",244
"2019-2020",11,"JOHNSON COUNTY",126901,"ALVARADO ISD","TRADITIONAL ISD/CSD","Grade 5",286
"2019-2020",11,"JOHNSON COUNTY",126901,"ALVARADO ISD","TRADITIONAL ISD/CSD","Grade 6",294
"2019-2020",11,"JOHNSON COUNTY",126901,"ALVARADO ISD","TRADITIONAL ISD/CSD","Grade 7",296
"2019-2020",11,"JOHNSON COUNTY",126901,"ALVARADO ISD","TRADITIONAL ISD/CSD","Grade 8",298
"2019-2020",11,"JOHNSON COUNTY",126901,"ALVARADO ISD","TRADITIONAL ISD/CSD","Grade 9",288
"2019-2020",11,"JOHNSON COUNTY",126901,"ALVARADO ISD","TRADITIONAL ISD/CSD","Grade 10",297
"2019-2020",11,"JOHNSON COUNTY",126901,"ALVARADO ISD","TRADITIONAL ISD/CSD","Grade 11",268
"2019-2020",11,"JOHNSON COUNTY",126901,"ALVARADO ISD","TRADITIONAL ISD/CSD","Grade 12",259
"2019-2020",04,"BRAZORIA COUNTY",020901,"ALVIN ISD","TRADITIONAL ISD/CSD","Early Education",186
"2019-2020",04,"BRAZORIA COUNTY",020901,"ALVIN ISD","TRADITIONAL ISD/CSD","Pre-kindergarten",703
"2019-2020",04,"BRAZORIA COUNTY",020901,"ALVIN ISD","TRADITIONAL ISD/CSD","Kindergarten",1958
"2019-2020",04,"BRAZORIA COUNTY",020901,"ALVIN ISD","TRADITIONAL ISD/CSD","Grade 1",1930
"2019-2020",04,"BRAZORIA COUNTY",020901,"ALVIN ISD","TRADITIONAL ISD/CSD","Grade 2",1985
"2019-2020",04,"BRAZORIA COUNTY",020901,"ALVIN ISD","TRADITIONAL ISD/CSD","Grade 3",1924
"2019-2020",04,"BRAZORIA COUNTY",020901,"ALVIN ISD","TRADITIONAL ISD/CSD","Grade 4",2089
"2019-2020",04,"BRAZORIA COUNTY",020901,"ALVIN ISD","TRADITIONAL ISD/CSD","Grade 5",2124
"2019-2020",04,"BRAZORIA COUNTY",020901,"ALVIN ISD","TRADITIONAL ISD/CSD","Grade 6",2192
"2019-2020",04,"BRAZORIA COUNTY",020901,"ALVIN ISD","TRADITIONAL ISD/CSD","Grade 7",2114
"2019-2020",04,"BRAZORIA COUNTY",020901,"ALVIN ISD","TRADITIONAL ISD/CSD","Grade 8",2105
"2019-2020",04,"BRAZORIA COUNTY",020901,"ALVIN ISD","TRADITIONAL ISD/CSD","Grade 9",2125
"2019-2020",04,"BRAZORIA COUNTY",020901,"ALVIN ISD","TRADITIONAL ISD/CSD","Grade 10",1981
"2019-2020",04,"BRAZORIA COUNTY",020901,"ALVIN ISD","TRADITIONAL ISD/CSD","Grade 11",1933
"2019-2020",04,"BRAZORIA COUNTY",020901,"ALVIN ISD","TRADITIONAL ISD/CSD","Grade 12",1673
"2019-2020",11,"WISE COUNTY",249901,"ALVORD ISD","TRADITIONAL ISD/CSD","Early Education","<10"
"2019-2020",11,"WISE COUNTY",249901,"ALVORD ISD","TRADITIONAL ISD/CSD","Pre-kindergarten","<30"
"2019-2020",11,"WISE COUNTY",249901,"ALVORD ISD","TRADITIONAL ISD/CSD","Kindergarten",66
"2019-2020",11,"WISE COUNTY",249901,"ALVORD ISD","TRADITIONAL ISD/CSD","Grade 1",55
"2019-2020",11,"WISE COUNTY",249901,"ALVORD ISD","TRADITIONAL ISD/CSD","Grade 2",54
"2019-2020",11,"WISE COUNTY",249901,"ALVORD ISD","TRADITIONAL ISD/CSD","Grade 3",55
"2019-2020",11,"WISE COUNTY",249901,"ALVORD ISD","TRADITIONAL ISD/CSD","Grade 4",51
"2019-2020",11,"WISE COUNTY",249901,"ALVORD ISD","TRADITIONAL ISD/CSD","Grade 5",59
"2019-2020",11,"WISE COUNTY",249901,"ALVORD ISD","TRADITIONAL ISD/CSD","Grade 6",57
"2019-2020",11,"WISE COUNTY",249901,"ALVORD ISD","TRADITIONAL ISD/CSD","Grade 7",49
"2019-2020",11,"WISE COUNTY",249901,"ALVORD ISD","TRADITIONAL ISD/CSD","Grade 8",57
"2019-2020",11,"WISE COUNTY",249901,"ALVORD ISD","TRADITIONAL ISD/CSD","Grade 9",66
"2019-2020",11,"WISE COUNTY",249901,"ALVORD ISD","TRADITIONAL ISD/CSD","Grade 10",52
"2019-2020",11,"WISE COUNTY",249901,"ALVORD ISD","TRADITIONAL ISD/CSD","Grade 11",47
"2019-2020",11,"WISE COUNTY",249901,"ALVORD ISD","TRADITIONAL ISD/CSD","Grade 12",48
"2019-2020",16,"POTTER COUNTY",188901,"AMARILLO ISD","TRADITIONAL ISD/CSD","Early Education",138
"2019-2020",16,"POTTER COUNTY",188901,"AMARILLO ISD","TRADITIONAL ISD/CSD","Pre-kindergarten",1765
"2019-2020",16,"POTTER COUNTY",188901,"AMARILLO ISD","TRADITIONAL ISD/CSD","Kindergarten",2485
"2019-2020",16,"POTTER COUNTY",188901,"AMARILLO ISD","TRADITIONAL ISD/CSD","Grade 1",2446
"2019-2020",16,"POTTER COUNTY",188901,"AMARILLO ISD","TRADITIONAL ISD/CSD","Grade 2",2338
"2019-2020",16,"POTTER COUNTY",188901,"AMARILLO ISD","TRADITIONAL ISD/CSD","Grade 3",2413
"2019-2020",16,"POTTER COUNTY",188901,"AMARILLO ISD","TRADITIONAL ISD/CSD","Grade 4",2419
"2019-2020",16,"POTTER COUNTY",188901,"AMARILLO ISD","TRADITIONAL ISD/CSD","Grade 5",2512
"2019-2020",16,"POTTER COUNTY",188901,"AMARILLO ISD","TRADITIONAL ISD/CSD","Grade 6",2457
"2019-2020",16,"POTTER COUNTY",188901,"AMARILLO ISD","TRADITIONAL ISD/CSD","Grade 7",2470
"2019-2020",16,"POTTER COUNTY",188901,"AMARILLO ISD","TRADITIONAL ISD/CSD","Grade 8",2335
"2019-2020",16,"POTTER COUNTY",188901,"AMARILLO ISD","TRADITIONAL ISD/CSD","Grade 9",2583
"2019-2020",16,"POTTER COUNTY",188901,"AMARILLO ISD","TRADITIONAL ISD/CSD","Grade 10",2236
"2019-2020",16,"POTTER COUNTY",188901,"AMARILLO ISD","TRADITIONAL ISD/CSD","Grade 11",1984
"2019-2020",16,"POTTER COUNTY",188901,"AMARILLO ISD","TRADITIONAL ISD/CSD","Grade 12",1855
"2019-2020",04,"GALVESTON COUNTY",084804,"AMBASSADORS PREPARATORY ACADEMY","OPEN ENROLLMENT CHARTER","Pre-kindergarten",54
"2019-2020",04,"GALVESTON COUNTY",084804,"AMBASSADORS PREPARATORY ACADEMY","OPEN ENROLLMENT CHARTER","Kindergarten",30
"2019-2020",04,"GALVESTON COUNTY",084804,"AMBASSADORS PREPARATORY ACADEMY","OPEN ENROLLMENT CHARTER","Grade 1",32
"2019-2020",04,"GALVESTON COUNTY",084804,"AMBASSADORS PREPARATORY ACADEMY","OPEN ENROLLMENT CHARTER","Grade 2",24
"2019-2020",04,"GALVESTON COUNTY",084804,"AMBASSADORS PREPARATORY ACADEMY","OPEN ENROLLMENT CHARTER","Grade 3",30
"2019-2020",04,"GALVESTON COUNTY",084804,"AMBASSADORS PREPARATORY ACADEMY","OPEN ENROLLMENT CHARTER","Grade 4",23
"2019-2020",04,"GALVESTON COUNTY",084804,"AMBASSADORS PREPARATORY ACADEMY","OPEN ENROLLMENT CHARTER","Grade 5",35
"2019-2020",04,"GALVESTON COUNTY",084804,"AMBASSADORS PREPARATORY ACADEMY","OPEN ENROLLMENT CHARTER","Grade 6",19
"2019-2020",04,"GALVESTON COUNTY",084804,"AMBASSADORS PREPARATORY ACADEMY","OPEN ENROLLMENT CHARTER","Grade 7",16
"2019-2020",04,"GALVESTON COUNTY",084804,"AMBASSADORS PREPARATORY ACADEMY","OPEN ENROLLMENT CHARTER","Grade 8",18
"2019-2020",17,"LAMB COUNTY",140901,"AMHERST ISD","TRADITIONAL ISD/CSD","Early Education","<10"
"2019-2020",17,"LAMB COUNTY",140901,"AMHERST ISD","TRADITIONAL ISD/CSD","Pre-kindergarten","<10"
"2019-2020",17,"LAMB COUNTY",140901,"AMHERST ISD","TRADITIONAL ISD/CSD","Kindergarten",11
"2019-2020",17,"LAMB COUNTY",140901,"AMHERST ISD","TRADITIONAL ISD/CSD","Grade 1",14
"2019-2020",17,"LAMB COUNTY",140901,"AMHERST ISD","TRADITIONAL ISD/CSD","Grade 2",15
"2019-2020",17,"LAMB COUNTY",140901,"AMHERST ISD","TRADITIONAL ISD/CSD","Grade 3","<10"
"2019-2020",17,"LAMB COUNTY",140901,"AMHERST ISD","TRADITIONAL ISD/CSD","Grade 4","<10"
"2019-2020",17,"LAMB COUNTY",140901,"AMHERST ISD","TRADITIONAL ISD/CSD","Grade 5","<10"
"2019-2020",17,"LAMB COUNTY",140901,"AMHERST ISD","TRADITIONAL ISD/CSD","Grade 6","<10"
"2019-2020",17,"LAMB COUNTY",140901,"AMHERST ISD","TRADITIONAL ISD/CSD","Grade 7","<10"
"2019-2020",17,"LAMB COUNTY",140901,"AMHERST ISD","TRADITIONAL ISD/CSD","Grade 8",11
"2019-2020",17,"LAMB COUNTY",140901,"AMHERST ISD","TRADITIONAL ISD/CSD","Grade 9","<10"
"2019-2020",17,"LAMB COUNTY",140901,"AMHERST ISD","TRADITIONAL ISD/CSD","Grade 10",10
"2019-2020",17,"LAMB COUNTY",140901,"AMHERST ISD","TRADITIONAL ISD/CSD","Grade 11","<10"
"2019-2020",17,"LAMB COUNTY",140901,"AMHERST ISD","TRADITIONAL ISD/CSD","Grade 12","<10"
"2019-2020",04,"HARRIS COUNTY",101819,"AMIGOS POR VIDA-FRIENDS FOR LIFE P","OPEN ENROLLMENT CHARTER","Pre-kindergarten",63
"2019-2020",04,"HARRIS COUNTY",101819,"AMIGOS POR VIDA-FRIENDS FOR LIFE P","OPEN ENROLLMENT CHARTER","Kindergarten",48
"2019-2020",04,"HARRIS COUNTY",101819,"AMIGOS POR VIDA-FRIENDS FOR LIFE P","OPEN ENROLLMENT CHARTER","Grade 1",51
"2019-2020",04,"HARRIS COUNTY",101819,"AMIGOS POR VIDA-FRIENDS FOR LIFE P","OPEN ENROLLMENT CHARTER","Grade 2",51
"2019-2020",04,"HARRIS COUNTY",101819,"AMIGOS POR VIDA-FRIENDS FOR LIFE P","OPEN ENROLLMENT CHARTER","Grade 3",47
"2019-2020",04,"HARRIS COUNTY",101819,"AMIGOS POR VIDA-FRIENDS FOR LIFE P","OPEN ENROLLMENT CHARTER","Grade 4",46
"2019-2020",04,"HARRIS COUNTY",101819,"AMIGOS POR VIDA-FRIENDS FOR LIFE P","OPEN ENROLLMENT CHARTER","Grade 5",47
"2019-2020",04,"HARRIS COUNTY",101819,"AMIGOS POR VIDA-FRIENDS FOR LIFE P","OPEN ENROLLMENT CHARTER","Grade 6",62
"2019-2020",04,"HARRIS COUNTY",101819,"AMIGOS POR VIDA-FRIENDS FOR LIFE P","OPEN ENROLLMENT CHARTER","Grade 7",47
"2019-2020",04,"HARRIS COUNTY",101819,"AMIGOS POR VIDA-FRIENDS FOR LIFE P","OPEN ENROLLMENT CHARTER","Grade 8",46
"2019-2020",04,"CHAMBERS COUNTY",036901,"ANAHUAC ISD","TRADITIONAL ISD/CSD","Early Education","<10"
"2019-2020",04,"CHAMBERS COUNTY",036901,"ANAHUAC ISD","TRADITIONAL ISD/CSD","Pre-kindergarten","<60"
"2019-2020",04,"CHAMBERS COUNTY",036901,"ANAHUAC ISD","TRADITIONAL ISD/CSD","Kindergarten",107
"2019-2020",04,"CHAMBERS COUNTY",036901,"ANAHUAC ISD","TRADITIONAL ISD/CSD","Grade 1",106
"2019-2020",04,"CHAMBERS COUNTY",036901,"ANAHUAC ISD","TRADITIONAL ISD/CSD","Grade 2",90
"2019-2020",04,"CHAMBERS COUNTY",036901,"ANAHUAC ISD","TRADITIONAL ISD/CSD","Grade 3",92
"2019-2020",04,"CHAMBERS COUNTY",036901,"ANAHUAC ISD","TRADITIONAL ISD/CSD","Grade 4",94
"2019-2020",04,"CHAMBERS COUNTY",036901,"ANAHUAC ISD","TRADITIONAL ISD/CSD","Grade 5",107
"2019-2020",04,"CHAMBERS COUNTY",036901,"ANAHUAC ISD","TRADITIONAL ISD/CSD","Grade 6",111
"2019-2020",04,"CHAMBERS COUNTY",036901,"ANAHUAC ISD","TRADITIONAL ISD/CSD","Grade 7",108
"2019-2020",04,"CHAMBERS COUNTY",036901,"ANAHUAC ISD","TRADITIONAL ISD/CSD","Grade 8",117
"2019-2020",04,"CHAMBERS COUNTY",036901,"ANAHUAC ISD","TRADITIONAL ISD/CSD","Grade 9",93
"2019-2020",04,"CHAMBERS COUNTY",036901,"ANAHUAC ISD","TRADITIONAL ISD/CSD","Grade 10",86
"2019-2020",04,"CHAMBERS COUNTY",036901,"ANAHUAC ISD","TRADITIONAL ISD/CSD","Grade 11",101
"2019-2020",04,"CHAMBERS COUNTY",036901,"ANAHUAC ISD","TRADITIONAL ISD/CSD","Grade 12",74
"2019-2020",06,"GRIMES COUNTY",093901,"ANDERSON-SHIRO CISD","TRADITIONAL ISD/CSD","Early Education","<10"
"2019-2020",06,"GRIMES COUNTY",093901,"ANDERSON-SHIRO CISD","TRADITIONAL ISD/CSD","Pre-kindergarten","<40"
"2019-2020",06,"GRIMES COUNTY",093901,"ANDERSON-SHIRO CISD","TRADITIONAL ISD/CSD","Kindergarten",55
"2019-2020",06,"GRIMES COUNTY",093901,"ANDERSON-SHIRO CISD","TRADITIONAL ISD/CSD","Grade 1",63
"2019-2020",06,"GRIMES COUNTY",093901,"ANDERSON-SHIRO CISD","TRADITIONAL ISD/CSD","Grade 2",78
"2019-2020",06,"GRIMES COUNTY",093901,"ANDERSON-SHIRO CISD","TRADITIONAL ISD/CSD","Grade 3",67
"2019-2020",06,"GRIMES COUNTY",093901,"ANDERSON-SHIRO CISD","TRADITIONAL ISD/CSD","Grade 4",54
"2019-2020",06,"GRIMES COUNTY",093901,"ANDERSON-SHIRO CISD","TRADITIONAL ISD/CSD","Grade 5",61
