"Year","Region","County Name","Grade Level Name","Enrollment by Grade Level"
"2015-2016",20,"REAL COUNTY","Grade  7",36
"2015-2016",20,"REAL COUNTY","Grade  8",46
"2015-2016",20,"REAL COUNTY","Grade  9",47
"2015-2016",20,"REAL COUNTY","Grade 10",32
"2015-2016",20,"REAL COUNTY","Grade 11",45
"2015-2016",20,"REAL COUNTY","Grade 12",23
"2015-2016",08,"RED RIVER COUNTY","Early Education",5
"2015-2016",08,"RED RIVER COUNTY","Pre-kindergarten",138
"2015-2016",08,"RED RIVER COUNTY","Kindergarten",142
"2015-2016",08,"RED RIVER COUNTY","Grade  1",146
"2015-2016",08,"RED RIVER COUNTY","Grade  2",174
"2015-2016",08,"RED RIVER COUNTY","Grade  3",146
"2015-2016",08,"RED RIVER COUNTY","Grade  4",153
"2015-2016",08,"RED RIVER COUNTY","Grade  5",118
"2015-2016",08,"RED RIVER COUNTY","Grade  6",145
"2015-2016",08,"RED RIVER COUNTY","Grade  7",149
"2015-2016",08,"RED RIVER COUNTY","Grade  8",158
"2015-2016",08,"RED RIVER COUNTY","Grade  9",163
"2015-2016",08,"RED RIVER COUNTY","Grade 10",153
"2015-2016",08,"RED RIVER COUNTY","Grade 11",139
"2015-2016",08,"RED RIVER COUNTY","Grade 12",152
"2015-2016",18,"REEVES COUNTY","Early Education",6
"2015-2016",18,"REEVES COUNTY","Pre-kindergarten",82
"2015-2016",18,"REEVES COUNTY","Kindergarten",191
"2015-2016",18,"REEVES COUNTY","Grade  1",244
"2015-2016",18,"REEVES COUNTY","Grade  2",250
"2015-2016",18,"REEVES COUNTY","Grade  3",229
"2015-2016",18,"REEVES COUNTY","Grade  4",200
"2015-2016",18,"REEVES COUNTY","Grade  5",173
"2015-2016",18,"REEVES COUNTY","Grade  6",176
"2015-2016",18,"REEVES COUNTY","Grade  7",207
"2015-2016",18,"REEVES COUNTY","Grade  8",207
"2015-2016",18,"REEVES COUNTY","Grade  9",190
"2015-2016",18,"REEVES COUNTY","Grade 10",167
"2015-2016",18,"REEVES COUNTY","Grade 11",169
"2015-2016",18,"REEVES COUNTY","Grade 12",147
"2015-2016",03,"REFUGIO COUNTY","Early Education",10
"2015-2016",03,"REFUGIO COUNTY","Pre-kindergarten",60
"2015-2016",03,"REFUGIO COUNTY","Kindergarten",97
"2015-2016",03,"REFUGIO COUNTY","Grade  1",93
"2015-2016",03,"REFUGIO COUNTY","Grade  2",138
"2015-2016",03,"REFUGIO COUNTY","Grade  3",114
"2015-2016",03,"REFUGIO COUNTY","Grade  4",108
"2015-2016",03,"REFUGIO COUNTY","Grade  5",85
"2015-2016",03,"REFUGIO COUNTY","Grade  6",108
"2015-2016",03,"REFUGIO COUNTY","Grade  7",88
"2015-2016",03,"REFUGIO COUNTY","Grade  8",110
"2015-2016",03,"REFUGIO COUNTY","Grade  9",116
"2015-2016",03,"REFUGIO COUNTY","Grade 10",105
"2015-2016",03,"REFUGIO COUNTY","Grade 11",94
"2015-2016",03,"REFUGIO COUNTY","Grade 12",100
"2015-2016",16,"ROBERTS COUNTY","Pre-kindergarten",14
"2015-2016",16,"ROBERTS COUNTY","Kindergarten",20
"2015-2016",16,"ROBERTS COUNTY","Grade  1",7
"2015-2016",16,"ROBERTS COUNTY","Grade  2",17
"2015-2016",16,"ROBERTS COUNTY","Grade  3",18
"2015-2016",16,"ROBERTS COUNTY","Grade  4",17
"2015-2016",16,"ROBERTS COUNTY","Grade  5",9
"2015-2016",16,"ROBERTS COUNTY","Grade  6",18
"2015-2016",16,"ROBERTS COUNTY","Grade  7",12
"2015-2016",16,"ROBERTS COUNTY","Grade  8",14
"2015-2016",16,"ROBERTS COUNTY","Grade  9",22
"2015-2016",16,"ROBERTS COUNTY","Grade 10",14
"2015-2016",16,"ROBERTS COUNTY","Grade 11",13
"2015-2016",16,"ROBERTS COUNTY","Grade 12",18
"2015-2016",06,"ROBERTSON COUNTY","Early Education",6
"2015-2016",06,"ROBERTSON COUNTY","Pre-kindergarten",230
"2015-2016",06,"ROBERTSON COUNTY","Kindergarten",249
"2015-2016",06,"ROBERTSON COUNTY","Grade  1",224
"2015-2016",06,"ROBERTSON COUNTY","Grade  2",253
"2015-2016",06,"ROBERTSON COUNTY","Grade  3",265
"2015-2016",06,"ROBERTSON COUNTY","Grade  4",246
"2015-2016",06,"ROBERTSON COUNTY","Grade  5",223
"2015-2016",06,"ROBERTSON COUNTY","Grade  6",245
"2015-2016",06,"ROBERTSON COUNTY","Grade  7",229
"2015-2016",06,"ROBERTSON COUNTY","Grade  8",212
"2015-2016",06,"ROBERTSON COUNTY","Grade  9",292
"2015-2016",06,"ROBERTSON COUNTY","Grade 10",250
"2015-2016",06,"ROBERTSON COUNTY","Grade 11",216
"2015-2016",06,"ROBERTSON COUNTY","Grade 12",189
"2015-2016",10,"ROCKWALL COUNTY","Early Education",183
"2015-2016",10,"ROCKWALL COUNTY","Pre-kindergarten",347
"2015-2016",10,"ROCKWALL COUNTY","Kindergarten",1313
"2015-2016",10,"ROCKWALL COUNTY","Grade  1",1452
"2015-2016",10,"ROCKWALL COUNTY","Grade  2",1483
"2015-2016",10,"ROCKWALL COUNTY","Grade  3",1592
"2015-2016",10,"ROCKWALL COUNTY","Grade  4",1589
"2015-2016",10,"ROCKWALL COUNTY","Grade  5",1617
"2015-2016",10,"ROCKWALL COUNTY","Grade  6",1635
"2015-2016",10,"ROCKWALL COUNTY","Grade  7",1604
"2015-2016",10,"ROCKWALL COUNTY","Grade  8",1651
"2015-2016",10,"ROCKWALL COUNTY","Grade  9",1759
"2015-2016",10,"ROCKWALL COUNTY","Grade 10",1628
"2015-2016",10,"ROCKWALL COUNTY","Grade 11",1502
"2015-2016",10,"ROCKWALL COUNTY","Grade 12",1327
"2015-2016",15,"RUNNELS COUNTY","Early Education",6
"2015-2016",15,"RUNNELS COUNTY","Pre-kindergarten",109
"2015-2016",15,"RUNNELS COUNTY","Kindergarten",138
"2015-2016",15,"RUNNELS COUNTY","Grade  1",128
"2015-2016",15,"RUNNELS COUNTY","Grade  2",153
"2015-2016",15,"RUNNELS COUNTY","Grade  3",146
"2015-2016",15,"RUNNELS COUNTY","Grade  4",154
"2015-2016",15,"RUNNELS COUNTY","Grade  5",162
"2015-2016",15,"RUNNELS COUNTY","Grade  6",148
"2015-2016",15,"RUNNELS COUNTY","Grade  7",146
"2015-2016",15,"RUNNELS COUNTY","Grade  8",168
"2015-2016",15,"RUNNELS COUNTY","Grade  9",136
"2015-2016",15,"RUNNELS COUNTY","Grade 10",144
"2015-2016",15,"RUNNELS COUNTY","Grade 11",142
"2015-2016",15,"RUNNELS COUNTY","Grade 12",127
"2015-2016",07,"RUSK COUNTY","Early Education",28
"2015-2016",07,"RUSK COUNTY","Pre-kindergarten",363
"2015-2016",07,"RUSK COUNTY","Kindergarten",563
"2015-2016",07,"RUSK COUNTY","Grade  1",648
"2015-2016",07,"RUSK COUNTY","Grade  2",625
"2015-2016",07,"RUSK COUNTY","Grade  3",668
"2015-2016",07,"RUSK COUNTY","Grade  4",624
"2015-2016",07,"RUSK COUNTY","Grade  5",599
"2015-2016",07,"RUSK COUNTY","Grade  6",600
"2015-2016",07,"RUSK COUNTY","Grade  7",603
"2015-2016",07,"RUSK COUNTY","Grade  8",559
"2015-2016",07,"RUSK COUNTY","Grade  9",656
"2015-2016",07,"RUSK COUNTY","Grade 10",625
"2015-2016",07,"RUSK COUNTY","Grade 11",531
"2015-2016",07,"RUSK COUNTY","Grade 12",532
"2015-2016",07,"SABINE COUNTY","Early Education",-9999999
"2015-2016",07,"SABINE COUNTY","Pre-kindergarten",84
"2015-2016",07,"SABINE COUNTY","Kindergarten",120
"2015-2016",07,"SABINE COUNTY","Grade  1",114
"2015-2016",07,"SABINE COUNTY","Grade  2",124
"2015-2016",07,"SABINE COUNTY","Grade  3",127
"2015-2016",07,"SABINE COUNTY","Grade  4",106
"2015-2016",07,"SABINE COUNTY","Grade  5",103
"2015-2016",07,"SABINE COUNTY","Grade  6",119
"2015-2016",07,"SABINE COUNTY","Grade  7",129
"2015-2016",07,"SABINE COUNTY","Grade  8",114
"2015-2016",07,"SABINE COUNTY","Grade  9",106
"2015-2016",07,"SABINE COUNTY","Grade 10",126
"2015-2016",07,"SABINE COUNTY","Grade 11",122
"2015-2016",07,"SABINE COUNTY","Grade 12",124
"2015-2016",07,"SAN AUGUSTINE COUNTY","Early Education",-9999999
"2015-2016",07,"SAN AUGUSTINE COUNTY","Pre-kindergarten",96
"2015-2016",07,"SAN AUGUSTINE COUNTY","Kindergarten",84
"2015-2016",07,"SAN AUGUSTINE COUNTY","Grade  1",89
"2015-2016",07,"SAN AUGUSTINE COUNTY","Grade  2",71
"2015-2016",07,"SAN AUGUSTINE COUNTY","Grade  3",93
"2015-2016",07,"SAN AUGUSTINE COUNTY","Grade  4",93
"2015-2016",07,"SAN AUGUSTINE COUNTY","Grade  5",82
"2015-2016",07,"SAN AUGUSTINE COUNTY","Grade  6",61
"2015-2016",07,"SAN AUGUSTINE COUNTY","Grade  7",81
"2015-2016",07,"SAN AUGUSTINE COUNTY","Grade  8",93
"2015-2016",07,"SAN AUGUSTINE COUNTY","Grade  9",82
"2015-2016",07,"SAN AUGUSTINE COUNTY","Grade 10",74
"2015-2016",07,"SAN AUGUSTINE COUNTY","Grade 11",75
"2015-2016",07,"SAN AUGUSTINE COUNTY","Grade 12",75
"2015-2016",06,"SAN JACINTO COUNTY","Early Education",6
"2015-2016",06,"SAN JACINTO COUNTY","Pre-kindergarten",148
"2015-2016",06,"SAN JACINTO COUNTY","Kindergarten",226
"2015-2016",06,"SAN JACINTO COUNTY","Grade  1",259
"2015-2016",06,"SAN JACINTO COUNTY","Grade  2",266
"2015-2016",06,"SAN JACINTO COUNTY","Grade  3",249
"2015-2016",06,"SAN JACINTO COUNTY","Grade  4",249
"2015-2016",06,"SAN JACINTO COUNTY","Grade  5",252
"2015-2016",06,"SAN JACINTO COUNTY","Grade  6",241
"2015-2016",06,"SAN JACINTO COUNTY","Grade  7",248
"2015-2016",06,"SAN JACINTO COUNTY","Grade  8",262
"2015-2016",06,"SAN JACINTO COUNTY","Grade  9",311
"2015-2016",06,"SAN JACINTO COUNTY","Grade 10",263
"2015-2016",06,"SAN JACINTO COUNTY","Grade 11",203
"2015-2016",06,"SAN JACINTO COUNTY","Grade 12",236
"2015-2016",02,"SAN PATRICIO COUNTY","Early Education",25
"2015-2016",02,"SAN PATRICIO COUNTY","Pre-kindergarten",556
"2015-2016",02,"SAN PATRICIO COUNTY","Kindergarten",1018
"2015-2016",02,"SAN PATRICIO COUNTY","Grade  1",1122
"2015-2016",02,"SAN PATRICIO COUNTY","Grade  2",1128
"2015-2016",02,"SAN PATRICIO COUNTY","Grade  3",1083
"2015-2016",02,"SAN PATRICIO COUNTY","Grade  4",1076
"2015-2016",02,"SAN PATRICIO COUNTY","Grade  5",1124
"2015-2016",02,"SAN PATRICIO COUNTY","Grade  6",1121
"2015-2016",02,"SAN PATRICIO COUNTY","Grade  7",1052
"2015-2016",02,"SAN PATRICIO COUNTY","Grade  8",1111
"2015-2016",02,"SAN PATRICIO COUNTY","Grade  9",1222
"2015-2016",02,"SAN PATRICIO COUNTY","Grade 10",1145
"2015-2016",02,"SAN PATRICIO COUNTY","Grade 11",971
"2015-2016",02,"SAN PATRICIO COUNTY","Grade 12",916
"2015-2016",15,"SAN SABA COUNTY","Early Education",-9999999
"2015-2016",15,"SAN SABA COUNTY","Pre-kindergarten",62
"2015-2016",15,"SAN SABA COUNTY","Kindergarten",56
"2015-2016",15,"SAN SABA COUNTY","Grade  1",69
"2015-2016",15,"SAN SABA COUNTY","Grade  2",78
"2015-2016",15,"SAN SABA COUNTY","Grade  3",86
"2015-2016",15,"SAN SABA COUNTY","Grade  4",66
"2015-2016",15,"SAN SABA COUNTY","Grade  5",67
"2015-2016",15,"SAN SABA COUNTY","Grade  6",68
"2015-2016",15,"SAN SABA COUNTY","Grade  7",68
"2015-2016",15,"SAN SABA COUNTY","Grade  8",71
"2015-2016",15,"SAN SABA COUNTY","Grade  9",80
"2015-2016",15,"SAN SABA COUNTY","Grade 10",50
"2015-2016",15,"SAN SABA COUNTY","Grade 11",81
"2015-2016",15,"SAN SABA COUNTY","Grade 12",60
"2015-2016",15,"SCHLEICHER COUNTY","Early Education",-9999999
"2015-2016",15,"SCHLEICHER COUNTY","Pre-kindergarten",27
"2015-2016",15,"SCHLEICHER COUNTY","Kindergarten",26
"2015-2016",15,"SCHLEICHER COUNTY","Grade  1",43
"2015-2016",15,"SCHLEICHER COUNTY","Grade  2",60
"2015-2016",15,"SCHLEICHER COUNTY","Grade  3",41
"2015-2016",15,"SCHLEICHER COUNTY","Grade  4",40
"2015-2016",15,"SCHLEICHER COUNTY","Grade  5",42
"2015-2016",15,"SCHLEICHER COUNTY","Grade  6",46
"2015-2016",15,"SCHLEICHER COUNTY","Grade  7",48
"2015-2016",15,"SCHLEICHER COUNTY","Grade  8",44
"2015-2016",15,"SCHLEICHER COUNTY","Grade  9",39
"2015-2016",15,"SCHLEICHER COUNTY","Grade 10",37
"2015-2016",15,"SCHLEICHER COUNTY","Grade 11",42
"2015-2016",15,"SCHLEICHER COUNTY","Grade 12",42
"2015-2016",14,"SCURRY COUNTY","Early Education",15
"2015-2016",14,"SCURRY COUNTY","Pre-kindergarten",197
"2015-2016",14,"SCURRY COUNTY","Kindergarten",264
"2015-2016",14,"SCURRY COUNTY","Grade  1",308
"2015-2016",14,"SCURRY COUNTY","Grade  2",260
"2015-2016",14,"SCURRY COUNTY","Grade  3",245
"2015-2016",14,"SCURRY COUNTY","Grade  4",261
"2015-2016",14,"SCURRY COUNTY","Grade  5",249
"2015-2016",14,"SCURRY COUNTY","Grade  6",262
"2015-2016",14,"SCURRY COUNTY","Grade  7",224
"2015-2016",14,"SCURRY COUNTY","Grade  8",231
"2015-2016",14,"SCURRY COUNTY","Grade  9",272
"2015-2016",14,"SCURRY COUNTY","Grade 10",242
"2015-2016",14,"SCURRY COUNTY","Grade 11",216
"2015-2016",14,"SCURRY COUNTY","Grade 12",176
"2015-2016",14,"SHACKELFORD COUNTY","Early Education",-9999999
"2015-2016",14,"SHACKELFORD COUNTY","Pre-kindergarten",38
"2015-2016",14,"SHACKELFORD COUNTY","Kindergarten",53
"2015-2016",14,"SHACKELFORD COUNTY","Grade  1",49
"2015-2016",14,"SHACKELFORD COUNTY","Grade  2",35
"2015-2016",14,"SHACKELFORD COUNTY","Grade  3",52
"2015-2016",14,"SHACKELFORD COUNTY","Grade  4",53
"2015-2016",14,"SHACKELFORD COUNTY","Grade  5",44
"2015-2016",14,"SHACKELFORD COUNTY","Grade  6",41
"2015-2016",14,"SHACKELFORD COUNTY","Grade  7",44
"2015-2016",14,"SHACKELFORD COUNTY","Grade  8",53
"2015-2016",14,"SHACKELFORD COUNTY","Grade  9",44
"2015-2016",14,"SHACKELFORD COUNTY","Grade 10",58
"2015-2016",14,"SHACKELFORD COUNTY","Grade 11",40
"2015-2016",14,"SHACKELFORD COUNTY","Grade 12",43
"2015-2016",07,"SHELBY COUNTY","Early Education",13
"2015-2016",07,"SHELBY COUNTY","Pre-kindergarten",411
"2015-2016",07,"SHELBY COUNTY","Kindergarten",381
"2015-2016",07,"SHELBY COUNTY","Grade  1",463
"2015-2016",07,"SHELBY COUNTY","Grade  2",409
"2015-2016",07,"SHELBY COUNTY","Grade  3",443
"2015-2016",07,"SHELBY COUNTY","Grade  4",419
"2015-2016",07,"SHELBY COUNTY","Grade  5",397
"2015-2016",07,"SHELBY COUNTY","Grade  6",400
"2015-2016",07,"SHELBY COUNTY","Grade  7",398
"2015-2016",07,"SHELBY COUNTY","Grade  8",413
"2015-2016",07,"SHELBY COUNTY","Grade  9",408
"2015-2016",07,"SHELBY COUNTY","Grade 10",401
"2015-2016",07,"SHELBY COUNTY","Grade 11",339
"2015-2016",07,"SHELBY COUNTY","Grade 12",341
"2015-2016",16,"SHERMAN COUNTY","Pre-kindergarten",48
"2015-2016",16,"SHERMAN COUNTY","Kindergarten",69
"2015-2016",16,"SHERMAN COUNTY","Grade  1",76
"2015-2016",16,"SHERMAN COUNTY","Grade  2",63
"2015-2016",16,"SHERMAN COUNTY","Grade  3",70
"2015-2016",16,"SHERMAN COUNTY","Grade  4",57
"2015-2016",16,"SHERMAN COUNTY","Grade  5",49
"2015-2016",16,"SHERMAN COUNTY","Grade  6",53
"2015-2016",16,"SHERMAN COUNTY","Grade  7",54
"2015-2016",16,"SHERMAN COUNTY","Grade  8",40
"2015-2016",16,"SHERMAN COUNTY","Grade  9",47
"2015-2016",16,"SHERMAN COUNTY","Grade 10",56
"2015-2016",16,"SHERMAN COUNTY","Grade 11",40
"2015-2016",16,"SHERMAN COUNTY","Grade 12",53
"2015-2016",07,"SMITH COUNTY","Early Education",132
"2015-2016",07,"SMITH COUNTY","Pre-kindergarten",1155
"2015-2016",07,"SMITH COUNTY","Kindergarten",2799
"2015-2016",07,"SMITH COUNTY","Grade  1",2942
"2015-2016",07,"SMITH COUNTY","Grade  2",2937
"2015-2016",07,"SMITH COUNTY","Grade  3",3004
"2015-2016",07,"SMITH COUNTY","Grade  4",2886
"2015-2016",07,"SMITH COUNTY","Grade  5",2955
"2015-2016",07,"SMITH COUNTY","Grade  6",2836
"2015-2016",07,"SMITH COUNTY","Grade  7",2883
"2015-2016",07,"SMITH COUNTY","Grade  8",2793
"2015-2016",07,"SMITH COUNTY","Grade  9",3106
"2015-2016",07,"SMITH COUNTY","Grade 10",2656
"2015-2016",07,"SMITH COUNTY","Grade 11",2420
"2015-2016",07,"SMITH COUNTY","Grade 12",2166
"2015-2016",11,"SOMERVELL COUNTY","Early Education",9
"2015-2016",11,"SOMERVELL COUNTY","Pre-kindergarten",52
"2015-2016",11,"SOMERVELL COUNTY","Kindergarten",136
"2015-2016",11,"SOMERVELL COUNTY","Grade  1",127
"2015-2016",11,"SOMERVELL COUNTY","Grade  2",135
"2015-2016",11,"SOMERVELL COUNTY","Grade  3",145
"2015-2016",11,"SOMERVELL COUNTY","Grade  4",136
"2015-2016",11,"SOMERVELL COUNTY","Grade  5",154
"2015-2016",11,"SOMERVELL COUNTY","Grade  6",134
"2015-2016",11,"SOMERVELL COUNTY","Grade  7",136
"2015-2016",11,"SOMERVELL COUNTY","Grade  8",136
"2015-2016",11,"SOMERVELL COUNTY","Grade  9",172
"2015-2016",11,"SOMERVELL COUNTY","Grade 10",188
"2015-2016",11,"SOMERVELL COUNTY","Grade 11",164
"2015-2016",11,"SOMERVELL COUNTY","Grade 12",154
"2015-2016",01,"STARR COUNTY","Early Education",25
"2015-2016",01,"STARR COUNTY","Pre-kindergarten",1086
"2015-2016",01,"STARR COUNTY","Kindergarten",1300
"2015-2016",01,"STARR COUNTY","Grade  1",1346
"2015-2016",01,"STARR COUNTY","Grade  2",1271
"2015-2016",01,"STARR COUNTY","Grade  3",1281
"2015-2016",01,"STARR COUNTY","Grade  4",1351
"2015-2016",01,"STARR COUNTY","Grade  5",1284
"2015-2016",01,"STARR COUNTY","Grade  6",1219
"2015-2016",01,"STARR COUNTY","Grade  7",1282
"2015-2016",01,"STARR COUNTY","Grade  8",1261
"2015-2016",01,"STARR COUNTY","Grade  9",1544
"2015-2016",01,"STARR COUNTY","Grade 10",1273
"2015-2016",01,"STARR COUNTY","Grade 11",1087
"2015-2016",01,"STARR COUNTY","Grade 12",1085
"2015-2016",14,"STEPHENS COUNTY","Early Education",-9999999
"2015-2016",14,"STEPHENS COUNTY","Pre-kindergarten",68
"2015-2016",14,"STEPHENS COUNTY","Kindergarten",104
"2015-2016",14,"STEPHENS COUNTY","Grade  1",121
"2015-2016",14,"STEPHENS COUNTY","Grade  2",115
"2015-2016",14,"STEPHENS COUNTY","Grade  3",126
"2015-2016",14,"STEPHENS COUNTY","Grade  4",116
"2015-2016",14,"STEPHENS COUNTY","Grade  5",112
"2015-2016",14,"STEPHENS COUNTY","Grade  6",128
"2015-2016",14,"STEPHENS COUNTY","Grade  7",98
"2015-2016",14,"STEPHENS COUNTY","Grade  8",113
"2015-2016",14,"STEPHENS COUNTY","Grade  9",104
"2015-2016",14,"STEPHENS COUNTY","Grade 10",124
"2015-2016",14,"STEPHENS COUNTY","Grade 11",77
"2015-2016",14,"STEPHENS COUNTY","Grade 12",75
"2015-2016",15,"STERLING COUNTY","Kindergarten",22
"2015-2016",15,"STERLING COUNTY","Grade  1",41
"2015-2016",15,"STERLING COUNTY","Grade  2",23
"2015-2016",15,"STERLING COUNTY","Grade  3",29
"2015-2016",15,"STERLING COUNTY","Grade  4",29
"2015-2016",15,"STERLING COUNTY","Grade  5",31
"2015-2016",15,"STERLING COUNTY","Grade  6",17
"2015-2016",15,"STERLING COUNTY","Grade  7",28
"2015-2016",15,"STERLING COUNTY","Grade  8",20
"2015-2016",15,"STERLING COUNTY","Grade  9",26
"2015-2016",15,"STERLING COUNTY","Grade 10",25
"2015-2016",15,"STERLING COUNTY","Grade 11",17
"2015-2016",15,"STERLING COUNTY","Grade 12",21
"2015-2016",14,"STONEWALL COUNTY","Pre-kindergarten",18
"2015-2016",14,"STONEWALL COUNTY","Kindergarten",20
"2015-2016",14,"STONEWALL COUNTY","Grade  1",10
"2015-2016",14,"STONEWALL COUNTY","Grade  2",19
"2015-2016",14,"STONEWALL COUNTY","Grade  3",21
"2015-2016",14,"STONEWALL COUNTY","Grade  4",18
"2015-2016",14,"STONEWALL COUNTY","Grade  5",12
"2015-2016",14,"STONEWALL COUNTY","Grade  6",18
"2015-2016",14,"STONEWALL COUNTY","Grade  7",24
"2015-2016",14,"STONEWALL COUNTY","Grade  8",19
"2015-2016",14,"STONEWALL COUNTY","Grade  9",16
"2015-2016",14,"STONEWALL COUNTY","Grade 10",11
"2015-2016",14,"STONEWALL COUNTY","Grade 11",16
"2015-2016",14,"STONEWALL COUNTY","Grade 12",20
"2015-2016",15,"SUTTON COUNTY","Early Education",-9999999
"2015-2016",15,"SUTTON COUNTY","Pre-kindergarten",48
"2015-2016",15,"SUTTON COUNTY","Kindergarten",57
"2015-2016",15,"SUTTON COUNTY","Grade  1",72
"2015-2016",15,"SUTTON COUNTY","Grade  2",62
"2015-2016",15,"SUTTON COUNTY","Grade  3",58
"2015-2016",15,"SUTTON COUNTY","Grade  4",63
"2015-2016",15,"SUTTON COUNTY","Grade  5",63
"2015-2016",15,"SUTTON COUNTY","Grade  6",71
"2015-2016",15,"SUTTON COUNTY","Grade  7",59
"2015-2016",15,"SUTTON COUNTY","Grade  8",77
"2015-2016",15,"SUTTON COUNTY","Grade  9",79
"2015-2016",15,"SUTTON COUNTY","Grade 10",57
"2015-2016",15,"SUTTON COUNTY","Grade 11",84
"2015-2016",15,"SUTTON COUNTY","Grade 12",60
"2015-2016",16,"SWISHER COUNTY","Early Education",-9999999
"2015-2016",16,"SWISHER COUNTY","Pre-kindergarten",76
"2015-2016",16,"SWISHER COUNTY","Kindergarten",126
"2015-2016",16,"SWISHER COUNTY","Grade  1",115
"2015-2016",16,"SWISHER COUNTY","Grade  2",121
"2015-2016",16,"SWISHER COUNTY","Grade  3",128
"2015-2016",16,"SWISHER COUNTY","Grade  4",103
"2015-2016",16,"SWISHER COUNTY","Grade  5",138
"2015-2016",16,"SWISHER COUNTY","Grade  6",126
"2015-2016",16,"SWISHER COUNTY","Grade  7",106
"2015-2016",16,"SWISHER COUNTY","Grade  8",113
"2015-2016",16,"SWISHER COUNTY","Grade  9",130
"2015-2016",16,"SWISHER COUNTY","Grade 10",116
"2015-2016",16,"SWISHER COUNTY","Grade 11",114
"2015-2016",16,"SWISHER COUNTY","Grade 12",97
"2015-2016",11,"TARRANT COUNTY","Early Education",1423
"2015-2016",11,"TARRANT COUNTY","Pre-kindergarten",13639
"2015-2016",11,"TARRANT COUNTY","Kindergarten",25055
"2015-2016",11,"TARRANT COUNTY","Grade  1",27287
"2015-2016",11,"TARRANT COUNTY","Grade  2",27928
"2015-2016",11,"TARRANT COUNTY","Grade  3",27677
"2015-2016",11,"TARRANT COUNTY","Grade  4",27252
"2015-2016",11,"TARRANT COUNTY","Grade  5",26822
"2015-2016",11,"TARRANT COUNTY","Grade  6",26636
"2015-2016",11,"TARRANT COUNTY","Grade  7",26458
"2015-2016",11,"TARRANT COUNTY","Grade  8",25902
"2015-2016",11,"TARRANT COUNTY","Grade  9",29129
"2015-2016",11,"TARRANT COUNTY","Grade 10",26088
"2015-2016",11,"TARRANT COUNTY","Grade 11",23923
"2015-2016",11,"TARRANT COUNTY","Grade 12",21722
"2015-2016",14,"TAYLOR COUNTY","Early Education",228
"2015-2016",14,"TAYLOR COUNTY","Pre-kindergarten",1074
"2015-2016",14,"TAYLOR COUNTY","Kindergarten",2952
"2015-2016",14,"TAYLOR COUNTY","Grade  1",2990
"2015-2016",14,"TAYLOR COUNTY","Grade  2",3021
"2015-2016",14,"TAYLOR COUNTY","Grade  3",3106
"2015-2016",14,"TAYLOR COUNTY","Grade  4",3102
"2015-2016",14,"TAYLOR COUNTY","Grade  5",3080
"2015-2016",14,"TAYLOR COUNTY","Grade  6",3139
"2015-2016",14,"TAYLOR COUNTY","Grade  7",3112
"2015-2016",14,"TAYLOR COUNTY","Grade  8",3044
"2015-2016",14,"TAYLOR COUNTY","Grade  9",2207
"2015-2016",14,"TAYLOR COUNTY","Grade 10",1994
"2015-2016",14,"TAYLOR COUNTY","Grade 11",1754
"2015-2016",14,"TAYLOR COUNTY","Grade 12",1514
"2015-2016",18,"TERRELL COUNTY","Early Education",-9999999
"2015-2016",18,"TERRELL COUNTY","Pre-kindergarten",8
"2015-2016",18,"TERRELL COUNTY","Kindergarten",13
"2015-2016",18,"TERRELL COUNTY","Grade  1",12
"2015-2016",18,"TERRELL COUNTY","Grade  2",10
"2015-2016",18,"TERRELL COUNTY","Grade  3",10
"2015-2016",18,"TERRELL COUNTY","Grade  4",10
"2015-2016",18,"TERRELL COUNTY","Grade  5",12
"2015-2016",18,"TERRELL COUNTY","Grade  6",9
"2015-2016",18,"TERRELL COUNTY","Grade  7",17
"2015-2016",18,"TERRELL COUNTY","Grade  8",9
"2015-2016",18,"TERRELL COUNTY","Grade  9",9
"2015-2016",18,"TERRELL COUNTY","Grade 10",17
"2015-2016",18,"TERRELL COUNTY","Grade 11",12
"2015-2016",18,"TERRELL COUNTY","Grade 12",9
"2015-2016",17,"TERRY COUNTY","Early Education",12
"2015-2016",17,"TERRY COUNTY","Pre-kindergarten",191
"2015-2016",17,"TERRY COUNTY","Kindergarten",166
"2015-2016",17,"TERRY COUNTY","Grade  1",211
"2015-2016",17,"TERRY COUNTY","Grade  2",183
"2015-2016",17,"TERRY COUNTY","Grade  3",192
"2015-2016",17,"TERRY COUNTY","Grade  4",176
"2015-2016",17,"TERRY COUNTY","Grade  5",169
"2015-2016",17,"TERRY COUNTY","Grade  6",172
"2015-2016",17,"TERRY COUNTY","Grade  7",184
"2015-2016",17,"TERRY COUNTY","Grade  8",164
"2015-2016",17,"TERRY COUNTY","Grade  9",162
"2015-2016",17,"TERRY COUNTY","Grade 10",176
"2015-2016",17,"TERRY COUNTY","Grade 11",152
"2015-2016",17,"TERRY COUNTY","Grade 12",142
"2015-2016",09,"THROCKMORTON COUNTY","Early Education",-9999999
"2015-2016",09,"THROCKMORTON COUNTY","Pre-kindergarten",-9999999
"2015-2016",09,"THROCKMORTON COUNTY","Kindergarten",17
"2015-2016",09,"THROCKMORTON COUNTY","Grade  1",17
"2015-2016",09,"THROCKMORTON COUNTY","Grade  2",25
"2015-2016",09,"THROCKMORTON COUNTY","Grade  3",21
"2015-2016",09,"THROCKMORTON COUNTY","Grade  4",24
"2015-2016",09,"THROCKMORTON COUNTY","Grade  5",25
