"YEAR","REGION","COUNTY NAME","GRADE","ENROLLMENT"
"2018-2019",01,"JIM HOGG COUNTY","Grade 10",77
"2018-2019",01,"JIM HOGG COUNTY","Grade 11",83
"2018-2019",01,"JIM HOGG COUNTY","Grade 12",73
"2018-2019",02,"JIM WELLS COUNTY","Early Education",39
"2018-2019",02,"JIM WELLS COUNTY","Pre-kindergarten",433
"2018-2019",02,"JIM WELLS COUNTY","Kindergarten",579
"2018-2019",02,"JIM WELLS COUNTY","Grade 1",562
"2018-2019",02,"JIM WELLS COUNTY","Grade 2",589
"2018-2019",02,"JIM WELLS COUNTY","Grade 3",551
"2018-2019",02,"JIM WELLS COUNTY","Grade 4",604
"2018-2019",02,"JIM WELLS COUNTY","Grade 5",595
"2018-2019",02,"JIM WELLS COUNTY","Grade 6",674
"2018-2019",02,"JIM WELLS COUNTY","Grade 7",642
"2018-2019",02,"JIM WELLS COUNTY","Grade 8",618
"2018-2019",02,"JIM WELLS COUNTY","Grade 9",627
"2018-2019",02,"JIM WELLS COUNTY","Grade 10",530
"2018-2019",02,"JIM WELLS COUNTY","Grade 11",501
"2018-2019",02,"JIM WELLS COUNTY","Grade 12",471
"2018-2019",11,"JOHNSON COUNTY","Early Education",154
"2018-2019",11,"JOHNSON COUNTY","Pre-kindergarten",1037
"2018-2019",11,"JOHNSON COUNTY","Kindergarten",2458
"2018-2019",11,"JOHNSON COUNTY","Grade 1",2536
"2018-2019",11,"JOHNSON COUNTY","Grade 2",2469
"2018-2019",11,"JOHNSON COUNTY","Grade 3",2717
"2018-2019",11,"JOHNSON COUNTY","Grade 4",2784
"2018-2019",11,"JOHNSON COUNTY","Grade 5",2830
"2018-2019",11,"JOHNSON COUNTY","Grade 6",2859
"2018-2019",11,"JOHNSON COUNTY","Grade 7",2831
"2018-2019",11,"JOHNSON COUNTY","Grade 8",2850
"2018-2019",11,"JOHNSON COUNTY","Grade 9",2985
"2018-2019",11,"JOHNSON COUNTY","Grade 10",2670
"2018-2019",11,"JOHNSON COUNTY","Grade 11",2440
"2018-2019",11,"JOHNSON COUNTY","Grade 12",2323
"2018-2019",14,"JONES COUNTY","Early Education",-999
"2018-2019",14,"JONES COUNTY","Pre-kindergarten",-999
"2018-2019",14,"JONES COUNTY","Kindergarten",198
"2018-2019",14,"JONES COUNTY","Grade 1",207
"2018-2019",14,"JONES COUNTY","Grade 2",168
"2018-2019",14,"JONES COUNTY","Grade 3",202
"2018-2019",14,"JONES COUNTY","Grade 4",199
"2018-2019",14,"JONES COUNTY","Grade 5",180
"2018-2019",14,"JONES COUNTY","Grade 6",207
"2018-2019",14,"JONES COUNTY","Grade 7",197
"2018-2019",14,"JONES COUNTY","Grade 8",215
"2018-2019",14,"JONES COUNTY","Grade 9",192
"2018-2019",14,"JONES COUNTY","Grade 10",201
"2018-2019",14,"JONES COUNTY","Grade 11",170
"2018-2019",14,"JONES COUNTY","Grade 12",184
"2018-2019",03,"KARNES COUNTY","Early Education",15
"2018-2019",20,"KARNES COUNTY","Early Education",-999
"2018-2019",03,"KARNES COUNTY","Pre-kindergarten",138
"2018-2019",03,"KARNES COUNTY","Kindergarten",132
"2018-2019",20,"KARNES COUNTY","Kindergarten",26
"2018-2019",03,"KARNES COUNTY","Grade 1",147
"2018-2019",20,"KARNES COUNTY","Grade 1",29
"2018-2019",03,"KARNES COUNTY","Grade 2",157
"2018-2019",20,"KARNES COUNTY","Grade 2",20
"2018-2019",03,"KARNES COUNTY","Grade 3",132
"2018-2019",20,"KARNES COUNTY","Grade 3",35
"2018-2019",03,"KARNES COUNTY","Grade 4",140
"2018-2019",20,"KARNES COUNTY","Grade 4",28
"2018-2019",03,"KARNES COUNTY","Grade 5",163
"2018-2019",20,"KARNES COUNTY","Grade 5",33
"2018-2019",03,"KARNES COUNTY","Grade 6",163
"2018-2019",20,"KARNES COUNTY","Grade 6",22
"2018-2019",03,"KARNES COUNTY","Grade 7",161
"2018-2019",20,"KARNES COUNTY","Grade 7",31
"2018-2019",03,"KARNES COUNTY","Grade 8",163
"2018-2019",20,"KARNES COUNTY","Grade 8",-999
"2018-2019",03,"KARNES COUNTY","Grade 9",165
"2018-2019",20,"KARNES COUNTY","Grade 9",37
"2018-2019",03,"KARNES COUNTY","Grade 10",159
"2018-2019",20,"KARNES COUNTY","Grade 10",26
"2018-2019",03,"KARNES COUNTY","Grade 11",145
"2018-2019",20,"KARNES COUNTY","Grade 11",29
"2018-2019",03,"KARNES COUNTY","Grade 12",136
"2018-2019",20,"KARNES COUNTY","Grade 12",26
"2018-2019",10,"KAUFMAN COUNTY","Early Education",109
"2018-2019",10,"KAUFMAN COUNTY","Pre-kindergarten",1128
"2018-2019",10,"KAUFMAN COUNTY","Kindergarten",2125
"2018-2019",10,"KAUFMAN COUNTY","Grade 1",2204
"2018-2019",10,"KAUFMAN COUNTY","Grade 2",2100
"2018-2019",10,"KAUFMAN COUNTY","Grade 3",2188
"2018-2019",10,"KAUFMAN COUNTY","Grade 4",2354
"2018-2019",10,"KAUFMAN COUNTY","Grade 5",2412
"2018-2019",10,"KAUFMAN COUNTY","Grade 6",2465
"2018-2019",10,"KAUFMAN COUNTY","Grade 7",2402
"2018-2019",10,"KAUFMAN COUNTY","Grade 8",2344
"2018-2019",10,"KAUFMAN COUNTY","Grade 9",2389
"2018-2019",10,"KAUFMAN COUNTY","Grade 10",2277
"2018-2019",10,"KAUFMAN COUNTY","Grade 11",2098
"2018-2019",10,"KAUFMAN COUNTY","Grade 12",1997
"2018-2019",13,"KENDALL COUNTY","Early Education",-999
"2018-2019",20,"KENDALL COUNTY","Early Education",67
"2018-2019",13,"KENDALL COUNTY","Pre-kindergarten",-999
"2018-2019",20,"KENDALL COUNTY","Pre-kindergarten",100
"2018-2019",13,"KENDALL COUNTY","Kindergarten",56
"2018-2019",20,"KENDALL COUNTY","Kindergarten",591
"2018-2019",13,"KENDALL COUNTY","Grade 1",68
"2018-2019",20,"KENDALL COUNTY","Grade 1",690
"2018-2019",13,"KENDALL COUNTY","Grade 2",73
"2018-2019",20,"KENDALL COUNTY","Grade 2",619
"2018-2019",13,"KENDALL COUNTY","Grade 3",83
"2018-2019",20,"KENDALL COUNTY","Grade 3",669
"2018-2019",13,"KENDALL COUNTY","Grade 4",66
"2018-2019",20,"KENDALL COUNTY","Grade 4",736
"2018-2019",13,"KENDALL COUNTY","Grade 5",95
"2018-2019",20,"KENDALL COUNTY","Grade 5",720
"2018-2019",13,"KENDALL COUNTY","Grade 6",85
"2018-2019",20,"KENDALL COUNTY","Grade 6",717
"2018-2019",13,"KENDALL COUNTY","Grade 7",88
"2018-2019",20,"KENDALL COUNTY","Grade 7",729
"2018-2019",13,"KENDALL COUNTY","Grade 8",95
"2018-2019",20,"KENDALL COUNTY","Grade 8",739
"2018-2019",13,"KENDALL COUNTY","Grade 9",85
"2018-2019",20,"KENDALL COUNTY","Grade 9",796
"2018-2019",13,"KENDALL COUNTY","Grade 10",96
"2018-2019",20,"KENDALL COUNTY","Grade 10",722
"2018-2019",13,"KENDALL COUNTY","Grade 11",90
"2018-2019",20,"KENDALL COUNTY","Grade 11",701
"2018-2019",13,"KENDALL COUNTY","Grade 12",72
"2018-2019",20,"KENDALL COUNTY","Grade 12",697
"2018-2019",02,"KENEDY COUNTY","Pre-kindergarten",11
"2018-2019",02,"KENEDY COUNTY","Kindergarten",8
"2018-2019",02,"KENEDY COUNTY","Grade 1",9
"2018-2019",02,"KENEDY COUNTY","Grade 2",7
"2018-2019",02,"KENEDY COUNTY","Grade 3",6
"2018-2019",02,"KENEDY COUNTY","Grade 4",8
"2018-2019",02,"KENEDY COUNTY","Grade 5",8
"2018-2019",02,"KENEDY COUNTY","Grade 6",7
"2018-2019",17,"KENT COUNTY","Early Education",-999
"2018-2019",17,"KENT COUNTY","Pre-kindergarten",13
"2018-2019",17,"KENT COUNTY","Kindergarten",16
"2018-2019",17,"KENT COUNTY","Grade 1",9
"2018-2019",17,"KENT COUNTY","Grade 2",15
"2018-2019",17,"KENT COUNTY","Grade 3",10
"2018-2019",17,"KENT COUNTY","Grade 4",9
"2018-2019",17,"KENT COUNTY","Grade 5",10
"2018-2019",17,"KENT COUNTY","Grade 6",-999
"2018-2019",17,"KENT COUNTY","Grade 7",11
"2018-2019",17,"KENT COUNTY","Grade 8",11
"2018-2019",17,"KENT COUNTY","Grade 9",8
"2018-2019",17,"KENT COUNTY","Grade 10",10
"2018-2019",17,"KENT COUNTY","Grade 11",12
"2018-2019",17,"KENT COUNTY","Grade 12",9
"2018-2019",20,"KERR COUNTY","Early Education",16
"2018-2019",20,"KERR COUNTY","Pre-kindergarten",376
"2018-2019",20,"KERR COUNTY","Kindergarten",487
"2018-2019",20,"KERR COUNTY","Grade 1",483
"2018-2019",20,"KERR COUNTY","Grade 2",491
"2018-2019",20,"KERR COUNTY","Grade 3",531
"2018-2019",20,"KERR COUNTY","Grade 4",469
"2018-2019",20,"KERR COUNTY","Grade 5",542
"2018-2019",20,"KERR COUNTY","Grade 6",541
"2018-2019",20,"KERR COUNTY","Grade 7",526
"2018-2019",20,"KERR COUNTY","Grade 8",504
"2018-2019",20,"KERR COUNTY","Grade 9",537
"2018-2019",20,"KERR COUNTY","Grade 10",445
"2018-2019",20,"KERR COUNTY","Grade 11",479
"2018-2019",20,"KERR COUNTY","Grade 12",492
"2018-2019",15,"KIMBLE COUNTY","Pre-kindergarten",40
"2018-2019",15,"KIMBLE COUNTY","Kindergarten",48
"2018-2019",15,"KIMBLE COUNTY","Grade 1",37
"2018-2019",15,"KIMBLE COUNTY","Grade 2",38
"2018-2019",15,"KIMBLE COUNTY","Grade 3",40
"2018-2019",15,"KIMBLE COUNTY","Grade 4",44
"2018-2019",15,"KIMBLE COUNTY","Grade 5",49
"2018-2019",15,"KIMBLE COUNTY","Grade 6",55
"2018-2019",15,"KIMBLE COUNTY","Grade 7",34
"2018-2019",15,"KIMBLE COUNTY","Grade 8",47
"2018-2019",15,"KIMBLE COUNTY","Grade 9",51
"2018-2019",15,"KIMBLE COUNTY","Grade 10",33
"2018-2019",15,"KIMBLE COUNTY","Grade 11",42
"2018-2019",15,"KIMBLE COUNTY","Grade 12",47
"2018-2019",17,"KING COUNTY","Pre-kindergarten",-999
"2018-2019",17,"KING COUNTY","Kindergarten",6
"2018-2019",17,"KING COUNTY","Grade 1",9
"2018-2019",17,"KING COUNTY","Grade 2",13
"2018-2019",17,"KING COUNTY","Grade 3",8
"2018-2019",17,"KING COUNTY","Grade 4",8
"2018-2019",17,"KING COUNTY","Grade 5",11
"2018-2019",17,"KING COUNTY","Grade 6",-999
"2018-2019",17,"KING COUNTY","Grade 7",7
"2018-2019",17,"KING COUNTY","Grade 8",6
"2018-2019",17,"KING COUNTY","Grade 9",7
"2018-2019",17,"KING COUNTY","Grade 10",7
"2018-2019",17,"KING COUNTY","Grade 11",7
"2018-2019",17,"KING COUNTY","Grade 12",6
"2018-2019",20,"KINNEY COUNTY","Early Education",-999
"2018-2019",20,"KINNEY COUNTY","Pre-kindergarten",-999
"2018-2019",20,"KINNEY COUNTY","Kindergarten",38
"2018-2019",20,"KINNEY COUNTY","Grade 1",37
"2018-2019",20,"KINNEY COUNTY","Grade 2",32
"2018-2019",20,"KINNEY COUNTY","Grade 3",46
"2018-2019",20,"KINNEY COUNTY","Grade 4",38
"2018-2019",20,"KINNEY COUNTY","Grade 5",42
"2018-2019",20,"KINNEY COUNTY","Grade 6",43
"2018-2019",20,"KINNEY COUNTY","Grade 7",50
"2018-2019",20,"KINNEY COUNTY","Grade 8",40
"2018-2019",20,"KINNEY COUNTY","Grade 9",45
"2018-2019",20,"KINNEY COUNTY","Grade 10",38
"2018-2019",20,"KINNEY COUNTY","Grade 11",50
"2018-2019",20,"KINNEY COUNTY","Grade 12",36
"2018-2019",02,"KLEBERG COUNTY","Early Education",-999
"2018-2019",02,"KLEBERG COUNTY","Pre-kindergarten",379
"2018-2019",02,"KLEBERG COUNTY","Kindergarten",384
"2018-2019",02,"KLEBERG COUNTY","Grade 1",388
"2018-2019",02,"KLEBERG COUNTY","Grade 2",347
"2018-2019",02,"KLEBERG COUNTY","Grade 3",392
"2018-2019",02,"KLEBERG COUNTY","Grade 4",416
"2018-2019",02,"KLEBERG COUNTY","Grade 5",384
"2018-2019",02,"KLEBERG COUNTY","Grade 6",367
"2018-2019",02,"KLEBERG COUNTY","Grade 7",370
"2018-2019",02,"KLEBERG COUNTY","Grade 8",-999
"2018-2019",02,"KLEBERG COUNTY","Grade 9",416
"2018-2019",02,"KLEBERG COUNTY","Grade 10",353
"2018-2019",02,"KLEBERG COUNTY","Grade 11",361
"2018-2019",02,"KLEBERG COUNTY","Grade 12",347
"2018-2019",09,"KNOX COUNTY","Early Education",39
"2018-2019",09,"KNOX COUNTY","Pre-kindergarten",52
"2018-2019",09,"KNOX COUNTY","Kindergarten",51
"2018-2019",09,"KNOX COUNTY","Grade 1",59
"2018-2019",09,"KNOX COUNTY","Grade 2",51
"2018-2019",09,"KNOX COUNTY","Grade 3",59
"2018-2019",09,"KNOX COUNTY","Grade 4",58
"2018-2019",09,"KNOX COUNTY","Grade 5",58
"2018-2019",09,"KNOX COUNTY","Grade 6",63
"2018-2019",09,"KNOX COUNTY","Grade 7",38
"2018-2019",09,"KNOX COUNTY","Grade 8",48
"2018-2019",09,"KNOX COUNTY","Grade 9",38
"2018-2019",09,"KNOX COUNTY","Grade 10",56
"2018-2019",09,"KNOX COUNTY","Grade 11",57
"2018-2019",09,"KNOX COUNTY","Grade 12",52
"2018-2019",20,"LA SALLE COUNTY","Early Education",-999
"2018-2019",20,"LA SALLE COUNTY","Pre-kindergarten",-999
"2018-2019",20,"LA SALLE COUNTY","Kindergarten",95
"2018-2019",20,"LA SALLE COUNTY","Grade 1",95
"2018-2019",20,"LA SALLE COUNTY","Grade 2",84
"2018-2019",20,"LA SALLE COUNTY","Grade 3",108
"2018-2019",20,"LA SALLE COUNTY","Grade 4",110
"2018-2019",20,"LA SALLE COUNTY","Grade 5",103
"2018-2019",20,"LA SALLE COUNTY","Grade 6",103
"2018-2019",20,"LA SALLE COUNTY","Grade 7",99
"2018-2019",20,"LA SALLE COUNTY","Grade 8",100
"2018-2019",20,"LA SALLE COUNTY","Grade 9",117
"2018-2019",20,"LA SALLE COUNTY","Grade 10",89
"2018-2019",20,"LA SALLE COUNTY","Grade 11",91
"2018-2019",20,"LA SALLE COUNTY","Grade 12",78
"2018-2019",08,"LAMAR COUNTY","Early Education",21
"2018-2019",08,"LAMAR COUNTY","Pre-kindergarten",494
"2018-2019",08,"LAMAR COUNTY","Kindergarten",641
"2018-2019",08,"LAMAR COUNTY","Grade 1",660
"2018-2019",08,"LAMAR COUNTY","Grade 2",610
"2018-2019",08,"LAMAR COUNTY","Grade 3",625
"2018-2019",08,"LAMAR COUNTY","Grade 4",608
"2018-2019",08,"LAMAR COUNTY","Grade 5",652
"2018-2019",08,"LAMAR COUNTY","Grade 6",654
"2018-2019",08,"LAMAR COUNTY","Grade 7",626
"2018-2019",08,"LAMAR COUNTY","Grade 8",635
"2018-2019",08,"LAMAR COUNTY","Grade 9",643
"2018-2019",08,"LAMAR COUNTY","Grade 10",563
"2018-2019",08,"LAMAR COUNTY","Grade 11",564
"2018-2019",08,"LAMAR COUNTY","Grade 12",500
"2018-2019",17,"LAMB COUNTY","Early Education",11
"2018-2019",17,"LAMB COUNTY","Pre-kindergarten",144
"2018-2019",17,"LAMB COUNTY","Kindergarten",196
"2018-2019",17,"LAMB COUNTY","Grade 1",227
"2018-2019",17,"LAMB COUNTY","Grade 2",211
"2018-2019",17,"LAMB COUNTY","Grade 3",222
"2018-2019",17,"LAMB COUNTY","Grade 4",234
"2018-2019",17,"LAMB COUNTY","Grade 5",215
"2018-2019",17,"LAMB COUNTY","Grade 6",205
"2018-2019",17,"LAMB COUNTY","Grade 7",239
"2018-2019",17,"LAMB COUNTY","Grade 8",203
"2018-2019",17,"LAMB COUNTY","Grade 9",203
"2018-2019",17,"LAMB COUNTY","Grade 10",206
"2018-2019",17,"LAMB COUNTY","Grade 11",211
"2018-2019",17,"LAMB COUNTY","Grade 12",187
"2018-2019",12,"LAMPASAS COUNTY","Early Education",18
"2018-2019",12,"LAMPASAS COUNTY","Pre-kindergarten",100
"2018-2019",12,"LAMPASAS COUNTY","Kindergarten",246
"2018-2019",12,"LAMPASAS COUNTY","Grade 1",277
"2018-2019",12,"LAMPASAS COUNTY","Grade 2",262
"2018-2019",12,"LAMPASAS COUNTY","Grade 3",279
"2018-2019",12,"LAMPASAS COUNTY","Grade 4",263
"2018-2019",12,"LAMPASAS COUNTY","Grade 5",314
"2018-2019",12,"LAMPASAS COUNTY","Grade 6",268
"2018-2019",12,"LAMPASAS COUNTY","Grade 7",271
"2018-2019",12,"LAMPASAS COUNTY","Grade 8",280
"2018-2019",12,"LAMPASAS COUNTY","Grade 9",269
"2018-2019",12,"LAMPASAS COUNTY","Grade 10",278
"2018-2019",12,"LAMPASAS COUNTY","Grade 11",262
"2018-2019",12,"LAMPASAS COUNTY","Grade 12",260
"2018-2019",03,"LAVACA COUNTY","Early Education",12
"2018-2019",03,"LAVACA COUNTY","Pre-kindergarten",136
"2018-2019",03,"LAVACA COUNTY","Kindergarten",165
"2018-2019",03,"LAVACA COUNTY","Grade 1",183
"2018-2019",03,"LAVACA COUNTY","Grade 2",151
"2018-2019",03,"LAVACA COUNTY","Grade 3",164
"2018-2019",03,"LAVACA COUNTY","Grade 4",178
"2018-2019",03,"LAVACA COUNTY","Grade 5",213
"2018-2019",03,"LAVACA COUNTY","Grade 6",212
"2018-2019",03,"LAVACA COUNTY","Grade 7",200
"2018-2019",03,"LAVACA COUNTY","Grade 8",168
"2018-2019",03,"LAVACA COUNTY","Grade 9",148
"2018-2019",03,"LAVACA COUNTY","Grade 10",179
"2018-2019",03,"LAVACA COUNTY","Grade 11",167
"2018-2019",03,"LAVACA COUNTY","Grade 12",161
"2018-2019",13,"LEE COUNTY","Early Education",15
"2018-2019",13,"LEE COUNTY","Pre-kindergarten",105
"2018-2019",13,"LEE COUNTY","Kindergarten",198
"2018-2019",13,"LEE COUNTY","Grade 1",211
"2018-2019",13,"LEE COUNTY","Grade 2",185
"2018-2019",13,"LEE COUNTY","Grade 3",210
"2018-2019",13,"LEE COUNTY","Grade 4",241
"2018-2019",13,"LEE COUNTY","Grade 5",241
"2018-2019",13,"LEE COUNTY","Grade 6",237
"2018-2019",13,"LEE COUNTY","Grade 7",248
"2018-2019",13,"LEE COUNTY","Grade 8",216
"2018-2019",13,"LEE COUNTY","Grade 9",279
"2018-2019",13,"LEE COUNTY","Grade 10",242
"2018-2019",13,"LEE COUNTY","Grade 11",227
"2018-2019",13,"LEE COUNTY","Grade 12",195
"2018-2019",06,"LEON COUNTY","Early Education",-999
"2018-2019",06,"LEON COUNTY","Pre-kindergarten",-999
"2018-2019",06,"LEON COUNTY","Kindergarten",200
"2018-2019",06,"LEON COUNTY","Grade 1",243
"2018-2019",06,"LEON COUNTY","Grade 2",214
"2018-2019",06,"LEON COUNTY","Grade 3",237
"2018-2019",06,"LEON COUNTY","Grade 4",217
"2018-2019",06,"LEON COUNTY","Grade 5",230
"2018-2019",06,"LEON COUNTY","Grade 6",206
"2018-2019",06,"LEON COUNTY","Grade 7",239
"2018-2019",06,"LEON COUNTY","Grade 8",239
"2018-2019",06,"LEON COUNTY","Grade 9",254
"2018-2019",06,"LEON COUNTY","Grade 10",219
"2018-2019",06,"LEON COUNTY","Grade 11",211
"2018-2019",06,"LEON COUNTY","Grade 12",272
"2018-2019",04,"LIBERTY COUNTY","Early Education",87
"2018-2019",05,"LIBERTY COUNTY","Early Education",18
"2018-2019",04,"LIBERTY COUNTY","Pre-kindergarten",555
"2018-2019",05,"LIBERTY COUNTY","Pre-kindergarten",138
"2018-2019",04,"LIBERTY COUNTY","Kindergarten",1112
"2018-2019",05,"LIBERTY COUNTY","Kindergarten",220
"2018-2019",04,"LIBERTY COUNTY","Grade 1",1106
"2018-2019",05,"LIBERTY COUNTY","Grade 1",177
"2018-2019",04,"LIBERTY COUNTY","Grade 2",1163
"2018-2019",05,"LIBERTY COUNTY","Grade 2",201
"2018-2019",04,"LIBERTY COUNTY","Grade 3",1195
"2018-2019",05,"LIBERTY COUNTY","Grade 3",215
"2018-2019",04,"LIBERTY COUNTY","Grade 4",1265
"2018-2019",05,"LIBERTY COUNTY","Grade 4",206
"2018-2019",04,"LIBERTY COUNTY","Grade 5",1268
"2018-2019",05,"LIBERTY COUNTY","Grade 5",212
"2018-2019",04,"LIBERTY COUNTY","Grade 6",1266
"2018-2019",05,"LIBERTY COUNTY","Grade 6",197
"2018-2019",04,"LIBERTY COUNTY","Grade 7",1184
"2018-2019",05,"LIBERTY COUNTY","Grade 7",178
"2018-2019",04,"LIBERTY COUNTY","Grade 8",1122
"2018-2019",05,"LIBERTY COUNTY","Grade 8",207
"2018-2019",04,"LIBERTY COUNTY","Grade 9",1169
"2018-2019",05,"LIBERTY COUNTY","Grade 9",203
"2018-2019",04,"LIBERTY COUNTY","Grade 10",1098
"2018-2019",05,"LIBERTY COUNTY","Grade 10",194
"2018-2019",04,"LIBERTY COUNTY","Grade 11",973
"2018-2019",05,"LIBERTY COUNTY","Grade 11",178
"2018-2019",04,"LIBERTY COUNTY","Grade 12",855
"2018-2019",05,"LIBERTY COUNTY","Grade 12",162
"2018-2019",12,"LIMESTONE COUNTY","Early Education",15
"2018-2019",12,"LIMESTONE COUNTY","Pre-kindergarten",221
"2018-2019",12,"LIMESTONE COUNTY","Kindergarten",270
"2018-2019",12,"LIMESTONE COUNTY","Grade 1",289
"2018-2019",12,"LIMESTONE COUNTY","Grade 2",273
"2018-2019",12,"LIMESTONE COUNTY","Grade 3",305
"2018-2019",12,"LIMESTONE COUNTY","Grade 4",292
"2018-2019",12,"LIMESTONE COUNTY","Grade 5",305
"2018-2019",12,"LIMESTONE COUNTY","Grade 6",270
"2018-2019",12,"LIMESTONE COUNTY","Grade 7",294
"2018-2019",12,"LIMESTONE COUNTY","Grade 8",294
"2018-2019",12,"LIMESTONE COUNTY","Grade 9",268
"2018-2019",12,"LIMESTONE COUNTY","Grade 10",272
"2018-2019",12,"LIMESTONE COUNTY","Grade 11",250
"2018-2019",12,"LIMESTONE COUNTY","Grade 12",270
"2018-2019",16,"LIPSCOMB COUNTY","Early Education",-999
"2018-2019",16,"LIPSCOMB COUNTY","Pre-kindergarten",60
"2018-2019",16,"LIPSCOMB COUNTY","Kindergarten",54
"2018-2019",16,"LIPSCOMB COUNTY","Grade 1",38
"2018-2019",16,"LIPSCOMB COUNTY","Grade 2",60
"2018-2019",16,"LIPSCOMB COUNTY","Grade 3",57
"2018-2019",16,"LIPSCOMB COUNTY","Grade 4",52
"2018-2019",16,"LIPSCOMB COUNTY","Grade 5",51
"2018-2019",16,"LIPSCOMB COUNTY","Grade 6",56
"2018-2019",16,"LIPSCOMB COUNTY","Grade 7",57
"2018-2019",16,"LIPSCOMB COUNTY","Grade 8",66
"2018-2019",16,"LIPSCOMB COUNTY","Grade 9",65
"2018-2019",16,"LIPSCOMB COUNTY","Grade 10",-999
"2018-2019",16,"LIPSCOMB COUNTY","Grade 11",51
"2018-2019",16,"LIPSCOMB COUNTY","Grade 12",46
"2018-2019",02,"LIVE OAK COUNTY","Early Education",-999
"2018-2019",02,"LIVE OAK COUNTY","Pre-kindergarten",-999
"2018-2019",02,"LIVE OAK COUNTY","Kindergarten",128
"2018-2019",02,"LIVE OAK COUNTY","Grade 1",121
"2018-2019",02,"LIVE OAK COUNTY","Grade 2",122
"2018-2019",02,"LIVE OAK COUNTY","Grade 3",119
"2018-2019",02,"LIVE OAK COUNTY","Grade 4",129
"2018-2019",02,"LIVE OAK COUNTY","Grade 5",151
"2018-2019",02,"LIVE OAK COUNTY","Grade 6",124
"2018-2019",02,"LIVE OAK COUNTY","Grade 7",118
"2018-2019",02,"LIVE OAK COUNTY","Grade 8",132
"2018-2019",02,"LIVE OAK COUNTY","Grade 9",130
"2018-2019",02,"LIVE OAK COUNTY","Grade 10",127
"2018-2019",02,"LIVE OAK COUNTY","Grade 11",137
"2018-2019",02,"LIVE OAK COUNTY","Grade 12",133
"2018-2019",13,"LLANO COUNTY","Early Education",-999
"2018-2019",13,"LLANO COUNTY","Pre-kindergarten",-999
"2018-2019",13,"LLANO COUNTY","Kindergarten",115
"2018-2019",13,"LLANO COUNTY","Grade 1",134
"2018-2019",13,"LLANO COUNTY","Grade 2",124
"2018-2019",13,"LLANO COUNTY","Grade 3",127
"2018-2019",13,"LLANO COUNTY","Grade 4",154
"2018-2019",13,"LLANO COUNTY","Grade 5",135
"2018-2019",13,"LLANO COUNTY","Grade 6",136
"2018-2019",13,"LLANO COUNTY","Grade 7",134
"2018-2019",13,"LLANO COUNTY","Grade 8",137
"2018-2019",13,"LLANO COUNTY","Grade 9",145
"2018-2019",13,"LLANO COUNTY","Grade 10",115
"2018-2019",13,"LLANO COUNTY","Grade 11",127
"2018-2019",13,"LLANO COUNTY","Grade 12",118
"2018-2019",17,"LUBBOCK COUNTY","Early Education",229
"2018-2019",17,"LUBBOCK COUNTY","Pre-kindergarten",2305
"2018-2019",17,"LUBBOCK COUNTY","Kindergarten",3724
"2018-2019",17,"LUBBOCK COUNTY","Grade 1",3718
"2018-2019",17,"LUBBOCK COUNTY","Grade 2",3665
"2018-2019",17,"LUBBOCK COUNTY","Grade 3",3900
"2018-2019",17,"LUBBOCK COUNTY","Grade 4",3977
"2018-2019",17,"LUBBOCK COUNTY","Grade 5",4006
"2018-2019",17,"LUBBOCK COUNTY","Grade 6",4090
"2018-2019",17,"LUBBOCK COUNTY","Grade 7",3602
"2018-2019",17,"LUBBOCK COUNTY","Grade 8",3743
"2018-2019",17,"LUBBOCK COUNTY","Grade 9",3737
"2018-2019",17,"LUBBOCK COUNTY","Grade 10",3547
"2018-2019",17,"LUBBOCK COUNTY","Grade 11",3276
"2018-2019",17,"LUBBOCK COUNTY","Grade 12",3186
"2018-2019",17,"LYNN COUNTY","Early Education",-999
"2018-2019",17,"LYNN COUNTY","Pre-kindergarten",96
"2018-2019",17,"LYNN COUNTY","Kindergarten",92
"2018-2019",17,"LYNN COUNTY","Grade 1",114
"2018-2019",17,"LYNN COUNTY","Grade 2",105
"2018-2019",17,"LYNN COUNTY","Grade 3",103
"2018-2019",17,"LYNN COUNTY","Grade 4",132
"2018-2019",17,"LYNN COUNTY","Grade 5",116
"2018-2019",17,"LYNN COUNTY","Grade 6",155
"2018-2019",17,"LYNN COUNTY","Grade 7",109
"2018-2019",17,"LYNN COUNTY","Grade 8",117
"2018-2019",17,"LYNN COUNTY","Grade 9",96
"2018-2019",17,"LYNN COUNTY","Grade 10",112
"2018-2019",17,"LYNN COUNTY","Grade 11",88
"2018-2019",17,"LYNN COUNTY","Grade 12",-999
"2018-2019",06,"MADISON COUNTY","Early Education",-999
"2018-2019",06,"MADISON COUNTY","Pre-kindergarten",189
"2018-2019",06,"MADISON COUNTY","Kindergarten",191
"2018-2019",06,"MADISON COUNTY","Grade 1",204
"2018-2019",06,"MADISON COUNTY","Grade 2",184
"2018-2019",06,"MADISON COUNTY","Grade 3",185
"2018-2019",06,"MADISON COUNTY","Grade 4",203
"2018-2019",06,"MADISON COUNTY","Grade 5",208
"2018-2019",06,"MADISON COUNTY","Grade 6",195
"2018-2019",06,"MADISON COUNTY","Grade 7",204
"2018-2019",06,"MADISON COUNTY","Grade 8",202
"2018-2019",06,"MADISON COUNTY","Grade 9",-999
"2018-2019",06,"MADISON COUNTY","Grade 10",188
"2018-2019",06,"MADISON COUNTY","Grade 11",200
"2018-2019",06,"MADISON COUNTY","Grade 12",201
