"Year","Region","County Name","District Name","District Number","Charter Status","Grade Level Name","Enrollment by Grade Level"
"2016-2017",12,"BELL COUNTY","TEMPLE ISD",014909,"TRADITIONAL ISD/CSD","Grade  1",675
"2016-2017",12,"BELL COUNTY","TEMPLE ISD",014909,"TRADITIONAL ISD/CSD","Grade  2",684
"2016-2017",12,"BELL COUNTY","TEMPLE ISD",014909,"TRADITIONAL ISD/CSD","Grade  3",689
"2016-2017",12,"BELL COUNTY","TEMPLE ISD",014909,"TRADITIONAL ISD/CSD","Grade  4",699
"2016-2017",12,"BELL COUNTY","TEMPLE ISD",014909,"TRADITIONAL ISD/CSD","Grade  5",709
"2016-2017",12,"BELL COUNTY","TEMPLE ISD",014909,"TRADITIONAL ISD/CSD","Grade  6",622
"2016-2017",12,"BELL COUNTY","TEMPLE ISD",014909,"TRADITIONAL ISD/CSD","Grade  7",598
"2016-2017",12,"BELL COUNTY","TEMPLE ISD",014909,"TRADITIONAL ISD/CSD","Grade  8",588
"2016-2017",12,"BELL COUNTY","TEMPLE ISD",014909,"TRADITIONAL ISD/CSD","Grade  9",688
"2016-2017",12,"BELL COUNTY","TEMPLE ISD",014909,"TRADITIONAL ISD/CSD","Grade 10",602
"2016-2017",12,"BELL COUNTY","TEMPLE ISD",014909,"TRADITIONAL ISD/CSD","Grade 11",495
"2016-2017",12,"BELL COUNTY","TEMPLE ISD",014909,"TRADITIONAL ISD/CSD","Grade 12",428
"2016-2017",07,"SHELBY COUNTY","TENAHA ISD",210904,"TRADITIONAL ISD/CSD","Pre-kindergarten",41
"2016-2017",07,"SHELBY COUNTY","TENAHA ISD",210904,"TRADITIONAL ISD/CSD","Kindergarten",38
"2016-2017",07,"SHELBY COUNTY","TENAHA ISD",210904,"TRADITIONAL ISD/CSD","Grade  1",43
"2016-2017",07,"SHELBY COUNTY","TENAHA ISD",210904,"TRADITIONAL ISD/CSD","Grade  2",45
"2016-2017",07,"SHELBY COUNTY","TENAHA ISD",210904,"TRADITIONAL ISD/CSD","Grade  3",41
"2016-2017",07,"SHELBY COUNTY","TENAHA ISD",210904,"TRADITIONAL ISD/CSD","Grade  4",43
"2016-2017",07,"SHELBY COUNTY","TENAHA ISD",210904,"TRADITIONAL ISD/CSD","Grade  5",48
"2016-2017",07,"SHELBY COUNTY","TENAHA ISD",210904,"TRADITIONAL ISD/CSD","Grade  6",31
"2016-2017",07,"SHELBY COUNTY","TENAHA ISD",210904,"TRADITIONAL ISD/CSD","Grade  7",48
"2016-2017",07,"SHELBY COUNTY","TENAHA ISD",210904,"TRADITIONAL ISD/CSD","Grade  8",43
"2016-2017",07,"SHELBY COUNTY","TENAHA ISD",210904,"TRADITIONAL ISD/CSD","Grade  9",43
"2016-2017",07,"SHELBY COUNTY","TENAHA ISD",210904,"TRADITIONAL ISD/CSD","Grade 10",34
"2016-2017",07,"SHELBY COUNTY","TENAHA ISD",210904,"TRADITIONAL ISD/CSD","Grade 11",46
"2016-2017",07,"SHELBY COUNTY","TENAHA ISD",210904,"TRADITIONAL ISD/CSD","Grade 12",35
"2016-2017",18,"BREWSTER COUNTY","TERLINGUA CSD",022004,"TRADITIONAL ISD/CSD","Pre-kindergarten",5
"2016-2017",18,"BREWSTER COUNTY","TERLINGUA CSD",022004,"TRADITIONAL ISD/CSD","Kindergarten",5
"2016-2017",18,"BREWSTER COUNTY","TERLINGUA CSD",022004,"TRADITIONAL ISD/CSD","Grade  1",5
"2016-2017",18,"BREWSTER COUNTY","TERLINGUA CSD",022004,"TRADITIONAL ISD/CSD","Grade  2",7
"2016-2017",18,"BREWSTER COUNTY","TERLINGUA CSD",022004,"TRADITIONAL ISD/CSD","Grade  3",-9999999
"2016-2017",18,"BREWSTER COUNTY","TERLINGUA CSD",022004,"TRADITIONAL ISD/CSD","Grade  4",6
"2016-2017",18,"BREWSTER COUNTY","TERLINGUA CSD",022004,"TRADITIONAL ISD/CSD","Grade  5",7
"2016-2017",18,"BREWSTER COUNTY","TERLINGUA CSD",022004,"TRADITIONAL ISD/CSD","Grade  6",10
"2016-2017",18,"BREWSTER COUNTY","TERLINGUA CSD",022004,"TRADITIONAL ISD/CSD","Grade  7",5
"2016-2017",18,"BREWSTER COUNTY","TERLINGUA CSD",022004,"TRADITIONAL ISD/CSD","Grade  8",7
"2016-2017",18,"BREWSTER COUNTY","TERLINGUA CSD",022004,"TRADITIONAL ISD/CSD","Grade  9",12
"2016-2017",18,"BREWSTER COUNTY","TERLINGUA CSD",022004,"TRADITIONAL ISD/CSD","Grade 10",7
"2016-2017",18,"BREWSTER COUNTY","TERLINGUA CSD",022004,"TRADITIONAL ISD/CSD","Grade 11",12
"2016-2017",18,"BREWSTER COUNTY","TERLINGUA CSD",022004,"TRADITIONAL ISD/CSD","Grade 12",14
"2016-2017",18,"TERRELL COUNTY","TERRELL COUNTY ISD",222901,"TRADITIONAL ISD/CSD","Pre-kindergarten",7
"2016-2017",18,"TERRELL COUNTY","TERRELL COUNTY ISD",222901,"TRADITIONAL ISD/CSD","Kindergarten",7
"2016-2017",18,"TERRELL COUNTY","TERRELL COUNTY ISD",222901,"TRADITIONAL ISD/CSD","Grade  1",15
"2016-2017",18,"TERRELL COUNTY","TERRELL COUNTY ISD",222901,"TRADITIONAL ISD/CSD","Grade  2",12
"2016-2017",18,"TERRELL COUNTY","TERRELL COUNTY ISD",222901,"TRADITIONAL ISD/CSD","Grade  3",7
"2016-2017",18,"TERRELL COUNTY","TERRELL COUNTY ISD",222901,"TRADITIONAL ISD/CSD","Grade  4",10
"2016-2017",18,"TERRELL COUNTY","TERRELL COUNTY ISD",222901,"TRADITIONAL ISD/CSD","Grade  5",11
"2016-2017",18,"TERRELL COUNTY","TERRELL COUNTY ISD",222901,"TRADITIONAL ISD/CSD","Grade  6",12
"2016-2017",18,"TERRELL COUNTY","TERRELL COUNTY ISD",222901,"TRADITIONAL ISD/CSD","Grade  7",9
"2016-2017",18,"TERRELL COUNTY","TERRELL COUNTY ISD",222901,"TRADITIONAL ISD/CSD","Grade  8",12
"2016-2017",18,"TERRELL COUNTY","TERRELL COUNTY ISD",222901,"TRADITIONAL ISD/CSD","Grade  9",9
"2016-2017",18,"TERRELL COUNTY","TERRELL COUNTY ISD",222901,"TRADITIONAL ISD/CSD","Grade 10",7
"2016-2017",18,"TERRELL COUNTY","TERRELL COUNTY ISD",222901,"TRADITIONAL ISD/CSD","Grade 11",17
"2016-2017",18,"TERRELL COUNTY","TERRELL COUNTY ISD",222901,"TRADITIONAL ISD/CSD","Grade 12",11
"2016-2017",10,"KAUFMAN COUNTY","TERRELL ISD",129906,"TRADITIONAL ISD/CSD","Early Education",20
"2016-2017",10,"KAUFMAN COUNTY","TERRELL ISD",129906,"TRADITIONAL ISD/CSD","Pre-kindergarten",230
"2016-2017",10,"KAUFMAN COUNTY","TERRELL ISD",129906,"TRADITIONAL ISD/CSD","Kindergarten",318
"2016-2017",10,"KAUFMAN COUNTY","TERRELL ISD",129906,"TRADITIONAL ISD/CSD","Grade  1",327
"2016-2017",10,"KAUFMAN COUNTY","TERRELL ISD",129906,"TRADITIONAL ISD/CSD","Grade  2",337
"2016-2017",10,"KAUFMAN COUNTY","TERRELL ISD",129906,"TRADITIONAL ISD/CSD","Grade  3",355
"2016-2017",10,"KAUFMAN COUNTY","TERRELL ISD",129906,"TRADITIONAL ISD/CSD","Grade  4",360
"2016-2017",10,"KAUFMAN COUNTY","TERRELL ISD",129906,"TRADITIONAL ISD/CSD","Grade  5",332
"2016-2017",10,"KAUFMAN COUNTY","TERRELL ISD",129906,"TRADITIONAL ISD/CSD","Grade  6",303
"2016-2017",10,"KAUFMAN COUNTY","TERRELL ISD",129906,"TRADITIONAL ISD/CSD","Grade  7",304
"2016-2017",10,"KAUFMAN COUNTY","TERRELL ISD",129906,"TRADITIONAL ISD/CSD","Grade  8",288
"2016-2017",10,"KAUFMAN COUNTY","TERRELL ISD",129906,"TRADITIONAL ISD/CSD","Grade  9",358
"2016-2017",10,"KAUFMAN COUNTY","TERRELL ISD",129906,"TRADITIONAL ISD/CSD","Grade 10",312
"2016-2017",10,"KAUFMAN COUNTY","TERRELL ISD",129906,"TRADITIONAL ISD/CSD","Grade 11",305
"2016-2017",10,"KAUFMAN COUNTY","TERRELL ISD",129906,"TRADITIONAL ISD/CSD","Grade 12",251
"2016-2017",10,"DALLAS COUNTY","TEXANS CAN ACADEMIES",057804,"OPEN ENROLLMENT CHARTER","Grade  9",1448
"2016-2017",10,"DALLAS COUNTY","TEXANS CAN ACADEMIES",057804,"OPEN ENROLLMENT CHARTER","Grade 10",1377
"2016-2017",10,"DALLAS COUNTY","TEXANS CAN ACADEMIES",057804,"OPEN ENROLLMENT CHARTER","Grade 11",1411
"2016-2017",10,"DALLAS COUNTY","TEXANS CAN ACADEMIES",057804,"OPEN ENROLLMENT CHARTER","Grade 12",1035
"2016-2017",08,"BOWIE COUNTY","TEXARKANA ISD",019907,"TRADITIONAL ISD/CSD","Early Education",21
"2016-2017",08,"BOWIE COUNTY","TEXARKANA ISD",019907,"TRADITIONAL ISD/CSD","Pre-kindergarten",524
"2016-2017",08,"BOWIE COUNTY","TEXARKANA ISD",019907,"TRADITIONAL ISD/CSD","Kindergarten",605
"2016-2017",08,"BOWIE COUNTY","TEXARKANA ISD",019907,"TRADITIONAL ISD/CSD","Grade  1",554
"2016-2017",08,"BOWIE COUNTY","TEXARKANA ISD",019907,"TRADITIONAL ISD/CSD","Grade  2",560
"2016-2017",08,"BOWIE COUNTY","TEXARKANA ISD",019907,"TRADITIONAL ISD/CSD","Grade  3",526
"2016-2017",08,"BOWIE COUNTY","TEXARKANA ISD",019907,"TRADITIONAL ISD/CSD","Grade  4",530
"2016-2017",08,"BOWIE COUNTY","TEXARKANA ISD",019907,"TRADITIONAL ISD/CSD","Grade  5",474
"2016-2017",08,"BOWIE COUNTY","TEXARKANA ISD",019907,"TRADITIONAL ISD/CSD","Grade  6",522
"2016-2017",08,"BOWIE COUNTY","TEXARKANA ISD",019907,"TRADITIONAL ISD/CSD","Grade  7",477
"2016-2017",08,"BOWIE COUNTY","TEXARKANA ISD",019907,"TRADITIONAL ISD/CSD","Grade  8",486
"2016-2017",08,"BOWIE COUNTY","TEXARKANA ISD",019907,"TRADITIONAL ISD/CSD","Grade  9",564
"2016-2017",08,"BOWIE COUNTY","TEXARKANA ISD",019907,"TRADITIONAL ISD/CSD","Grade 10",462
"2016-2017",08,"BOWIE COUNTY","TEXARKANA ISD",019907,"TRADITIONAL ISD/CSD","Grade 11",438
"2016-2017",08,"BOWIE COUNTY","TEXARKANA ISD",019907,"TRADITIONAL ISD/CSD","Grade 12",426
"2016-2017",04,"GALVESTON COUNTY","TEXAS CITY ISD",084906,"TRADITIONAL ISD/CSD","Early Education",86
"2016-2017",04,"GALVESTON COUNTY","TEXAS CITY ISD",084906,"TRADITIONAL ISD/CSD","Pre-kindergarten",302
"2016-2017",04,"GALVESTON COUNTY","TEXAS CITY ISD",084906,"TRADITIONAL ISD/CSD","Kindergarten",618
"2016-2017",04,"GALVESTON COUNTY","TEXAS CITY ISD",084906,"TRADITIONAL ISD/CSD","Grade  1",644
"2016-2017",04,"GALVESTON COUNTY","TEXAS CITY ISD",084906,"TRADITIONAL ISD/CSD","Grade  2",721
"2016-2017",04,"GALVESTON COUNTY","TEXAS CITY ISD",084906,"TRADITIONAL ISD/CSD","Grade  3",705
"2016-2017",04,"GALVESTON COUNTY","TEXAS CITY ISD",084906,"TRADITIONAL ISD/CSD","Grade  4",640
"2016-2017",04,"GALVESTON COUNTY","TEXAS CITY ISD",084906,"TRADITIONAL ISD/CSD","Grade  5",692
"2016-2017",04,"GALVESTON COUNTY","TEXAS CITY ISD",084906,"TRADITIONAL ISD/CSD","Grade  6",613
"2016-2017",04,"GALVESTON COUNTY","TEXAS CITY ISD",084906,"TRADITIONAL ISD/CSD","Grade  7",671
"2016-2017",04,"GALVESTON COUNTY","TEXAS CITY ISD",084906,"TRADITIONAL ISD/CSD","Grade  8",667
"2016-2017",04,"GALVESTON COUNTY","TEXAS CITY ISD",084906,"TRADITIONAL ISD/CSD","Grade  9",761
"2016-2017",04,"GALVESTON COUNTY","TEXAS CITY ISD",084906,"TRADITIONAL ISD/CSD","Grade 10",639
"2016-2017",04,"GALVESTON COUNTY","TEXAS CITY ISD",084906,"TRADITIONAL ISD/CSD","Grade 11",600
"2016-2017",04,"GALVESTON COUNTY","TEXAS CITY ISD",084906,"TRADITIONAL ISD/CSD","Grade 12",586
"2016-2017",14,"TAYLOR COUNTY","TEXAS COLLEGE PREPARATORY ACADEMIE",221801,"OPEN ENROLLMENT CHARTER","Early Education",15
"2016-2017",14,"TAYLOR COUNTY","TEXAS COLLEGE PREPARATORY ACADEMIE",221801,"OPEN ENROLLMENT CHARTER","Pre-kindergarten",61
"2016-2017",14,"TAYLOR COUNTY","TEXAS COLLEGE PREPARATORY ACADEMIE",221801,"OPEN ENROLLMENT CHARTER","Kindergarten",1105
"2016-2017",14,"TAYLOR COUNTY","TEXAS COLLEGE PREPARATORY ACADEMIE",221801,"OPEN ENROLLMENT CHARTER","Grade  1",1196
"2016-2017",14,"TAYLOR COUNTY","TEXAS COLLEGE PREPARATORY ACADEMIE",221801,"OPEN ENROLLMENT CHARTER","Grade  2",1207
"2016-2017",14,"TAYLOR COUNTY","TEXAS COLLEGE PREPARATORY ACADEMIE",221801,"OPEN ENROLLMENT CHARTER","Grade  3",1457
"2016-2017",14,"TAYLOR COUNTY","TEXAS COLLEGE PREPARATORY ACADEMIE",221801,"OPEN ENROLLMENT CHARTER","Grade  4",1458
"2016-2017",14,"TAYLOR COUNTY","TEXAS COLLEGE PREPARATORY ACADEMIE",221801,"OPEN ENROLLMENT CHARTER","Grade  5",1499
"2016-2017",14,"TAYLOR COUNTY","TEXAS COLLEGE PREPARATORY ACADEMIE",221801,"OPEN ENROLLMENT CHARTER","Grade  6",1583
"2016-2017",14,"TAYLOR COUNTY","TEXAS COLLEGE PREPARATORY ACADEMIE",221801,"OPEN ENROLLMENT CHARTER","Grade  7",1579
"2016-2017",14,"TAYLOR COUNTY","TEXAS COLLEGE PREPARATORY ACADEMIE",221801,"OPEN ENROLLMENT CHARTER","Grade  8",1599
"2016-2017",14,"TAYLOR COUNTY","TEXAS COLLEGE PREPARATORY ACADEMIE",221801,"OPEN ENROLLMENT CHARTER","Grade  9",401
"2016-2017",14,"TAYLOR COUNTY","TEXAS COLLEGE PREPARATORY ACADEMIE",221801,"OPEN ENROLLMENT CHARTER","Grade 10",395
"2016-2017",14,"TAYLOR COUNTY","TEXAS COLLEGE PREPARATORY ACADEMIE",221801,"OPEN ENROLLMENT CHARTER","Grade 11",365
"2016-2017",14,"TAYLOR COUNTY","TEXAS COLLEGE PREPARATORY ACADEMIE",221801,"OPEN ENROLLMENT CHARTER","Grade 12",299
"2016-2017",13,"TRAVIS COUNTY","TEXAS EMPOWERMENT ACADEMY",227805,"OPEN ENROLLMENT CHARTER","Kindergarten",36
"2016-2017",13,"TRAVIS COUNTY","TEXAS EMPOWERMENT ACADEMY",227805,"OPEN ENROLLMENT CHARTER","Grade  1",37
"2016-2017",13,"TRAVIS COUNTY","TEXAS EMPOWERMENT ACADEMY",227805,"OPEN ENROLLMENT CHARTER","Grade  2",36
"2016-2017",13,"TRAVIS COUNTY","TEXAS EMPOWERMENT ACADEMY",227805,"OPEN ENROLLMENT CHARTER","Grade  3",37
"2016-2017",13,"TRAVIS COUNTY","TEXAS EMPOWERMENT ACADEMY",227805,"OPEN ENROLLMENT CHARTER","Grade  4",36
"2016-2017",13,"TRAVIS COUNTY","TEXAS EMPOWERMENT ACADEMY",227805,"OPEN ENROLLMENT CHARTER","Grade  5",32
"2016-2017",13,"TRAVIS COUNTY","TEXAS EMPOWERMENT ACADEMY",227805,"OPEN ENROLLMENT CHARTER","Grade  6",28
"2016-2017",13,"TRAVIS COUNTY","TEXAS EMPOWERMENT ACADEMY",227805,"OPEN ENROLLMENT CHARTER","Grade  7",23
"2016-2017",13,"TRAVIS COUNTY","TEXAS EMPOWERMENT ACADEMY",227805,"OPEN ENROLLMENT CHARTER","Grade  8",23
"2016-2017",13,"TRAVIS COUNTY","TEXAS EMPOWERMENT ACADEMY",227805,"OPEN ENROLLMENT CHARTER","Grade  9",6
"2016-2017",15,"TOM GREEN COUNTY","TEXAS LEADERSHIP",226801,"OPEN ENROLLMENT CHARTER","Kindergarten",308
"2016-2017",15,"TOM GREEN COUNTY","TEXAS LEADERSHIP",226801,"OPEN ENROLLMENT CHARTER","Grade  1",333
"2016-2017",15,"TOM GREEN COUNTY","TEXAS LEADERSHIP",226801,"OPEN ENROLLMENT CHARTER","Grade  2",337
"2016-2017",15,"TOM GREEN COUNTY","TEXAS LEADERSHIP",226801,"OPEN ENROLLMENT CHARTER","Grade  3",299
"2016-2017",15,"TOM GREEN COUNTY","TEXAS LEADERSHIP",226801,"OPEN ENROLLMENT CHARTER","Grade  4",271
"2016-2017",15,"TOM GREEN COUNTY","TEXAS LEADERSHIP",226801,"OPEN ENROLLMENT CHARTER","Grade  5",227
"2016-2017",15,"TOM GREEN COUNTY","TEXAS LEADERSHIP",226801,"OPEN ENROLLMENT CHARTER","Grade  6",233
"2016-2017",15,"TOM GREEN COUNTY","TEXAS LEADERSHIP",226801,"OPEN ENROLLMENT CHARTER","Grade  7",182
"2016-2017",15,"TOM GREEN COUNTY","TEXAS LEADERSHIP",226801,"OPEN ENROLLMENT CHARTER","Grade  8",140
"2016-2017",15,"TOM GREEN COUNTY","TEXAS LEADERSHIP",226801,"OPEN ENROLLMENT CHARTER","Grade  9",100
"2016-2017",15,"TOM GREEN COUNTY","TEXAS LEADERSHIP",226801,"OPEN ENROLLMENT CHARTER","Grade 10",79
"2016-2017",15,"TOM GREEN COUNTY","TEXAS LEADERSHIP",226801,"OPEN ENROLLMENT CHARTER","Grade 11",81
"2016-2017",15,"TOM GREEN COUNTY","TEXAS LEADERSHIP",226801,"OPEN ENROLLMENT CHARTER","Grade 12",66
"2016-2017",13,"HAYS COUNTY","TEXAS PREPARATORY SCHOOL",105802,"OPEN ENROLLMENT CHARTER","Kindergarten",44
"2016-2017",13,"HAYS COUNTY","TEXAS PREPARATORY SCHOOL",105802,"OPEN ENROLLMENT CHARTER","Grade  1",46
"2016-2017",13,"HAYS COUNTY","TEXAS PREPARATORY SCHOOL",105802,"OPEN ENROLLMENT CHARTER","Grade  2",48
"2016-2017",13,"HAYS COUNTY","TEXAS PREPARATORY SCHOOL",105802,"OPEN ENROLLMENT CHARTER","Grade  3",47
"2016-2017",13,"HAYS COUNTY","TEXAS PREPARATORY SCHOOL",105802,"OPEN ENROLLMENT CHARTER","Grade  4",41
"2016-2017",13,"HAYS COUNTY","TEXAS PREPARATORY SCHOOL",105802,"OPEN ENROLLMENT CHARTER","Grade  5",38
"2016-2017",13,"HAYS COUNTY","TEXAS PREPARATORY SCHOOL",105802,"OPEN ENROLLMENT CHARTER","Grade  6",23
"2016-2017",11,"TARRANT COUNTY","TEXAS SCHOOL OF THE ARTS",220814,"OPEN ENROLLMENT CHARTER","Kindergarten",29
"2016-2017",11,"TARRANT COUNTY","TEXAS SCHOOL OF THE ARTS",220814,"OPEN ENROLLMENT CHARTER","Grade  1",40
"2016-2017",11,"TARRANT COUNTY","TEXAS SCHOOL OF THE ARTS",220814,"OPEN ENROLLMENT CHARTER","Grade  2",40
"2016-2017",11,"TARRANT COUNTY","TEXAS SCHOOL OF THE ARTS",220814,"OPEN ENROLLMENT CHARTER","Grade  3",40
"2016-2017",11,"TARRANT COUNTY","TEXAS SCHOOL OF THE ARTS",220814,"OPEN ENROLLMENT CHARTER","Grade  4",40
"2016-2017",11,"TARRANT COUNTY","TEXAS SCHOOL OF THE ARTS",220814,"OPEN ENROLLMENT CHARTER","Grade  5",40
"2016-2017",11,"TARRANT COUNTY","TEXAS SCHOOL OF THE ARTS",220814,"OPEN ENROLLMENT CHARTER","Grade  6",40
"2016-2017",11,"TARRANT COUNTY","TEXAS SCHOOL OF THE ARTS",220814,"OPEN ENROLLMENT CHARTER","Grade  7",40
"2016-2017",11,"TARRANT COUNTY","TEXAS SCHOOL OF THE ARTS",220814,"OPEN ENROLLMENT CHARTER","Grade  8",33
"2016-2017",06,"MONTGOMERY COUNTY","TEXAS SERENITY ACADEMY",170801,"OPEN ENROLLMENT CHARTER","Kindergarten",53
"2016-2017",06,"MONTGOMERY COUNTY","TEXAS SERENITY ACADEMY",170801,"OPEN ENROLLMENT CHARTER","Grade  1",52
"2016-2017",06,"MONTGOMERY COUNTY","TEXAS SERENITY ACADEMY",170801,"OPEN ENROLLMENT CHARTER","Grade  2",71
"2016-2017",06,"MONTGOMERY COUNTY","TEXAS SERENITY ACADEMY",170801,"OPEN ENROLLMENT CHARTER","Grade  3",59
"2016-2017",06,"MONTGOMERY COUNTY","TEXAS SERENITY ACADEMY",170801,"OPEN ENROLLMENT CHARTER","Grade  4",61
"2016-2017",06,"MONTGOMERY COUNTY","TEXAS SERENITY ACADEMY",170801,"OPEN ENROLLMENT CHARTER","Grade  5",65
"2016-2017",06,"MONTGOMERY COUNTY","TEXAS SERENITY ACADEMY",170801,"OPEN ENROLLMENT CHARTER","Grade  6",52
"2016-2017",06,"MONTGOMERY COUNTY","TEXAS SERENITY ACADEMY",170801,"OPEN ENROLLMENT CHARTER","Grade  7",56
"2016-2017",06,"MONTGOMERY COUNTY","TEXAS SERENITY ACADEMY",170801,"OPEN ENROLLMENT CHARTER","Grade  8",38
"2016-2017",16,"SHERMAN COUNTY","TEXHOMA ISD",211901,"TRADITIONAL ISD/CSD","Pre-kindergarten",20
"2016-2017",16,"SHERMAN COUNTY","TEXHOMA ISD",211901,"TRADITIONAL ISD/CSD","Kindergarten",14
"2016-2017",16,"SHERMAN COUNTY","TEXHOMA ISD",211901,"TRADITIONAL ISD/CSD","Grade  1",28
"2016-2017",16,"SHERMAN COUNTY","TEXHOMA ISD",211901,"TRADITIONAL ISD/CSD","Grade  2",23
"2016-2017",16,"SHERMAN COUNTY","TEXHOMA ISD",211901,"TRADITIONAL ISD/CSD","Grade  3",26
"2016-2017",16,"SHERMAN COUNTY","TEXHOMA ISD",211901,"TRADITIONAL ISD/CSD","Grade  4",18
"2016-2017",16,"SHERMAN COUNTY","TEXHOMA ISD",211901,"TRADITIONAL ISD/CSD","Grade  5",9
"2016-2017",16,"SHERMAN COUNTY","TEXHOMA ISD",211901,"TRADITIONAL ISD/CSD","Grade  6",5
"2016-2017",16,"SHERMAN COUNTY","TEXHOMA ISD",211901,"TRADITIONAL ISD/CSD","Grade  7",8
"2016-2017",16,"SHERMAN COUNTY","TEXHOMA ISD",211901,"TRADITIONAL ISD/CSD","Grade  8",6
"2016-2017",16,"SHERMAN COUNTY","TEXHOMA ISD",211901,"TRADITIONAL ISD/CSD","Grade  9",5
"2016-2017",16,"SHERMAN COUNTY","TEXHOMA ISD",211901,"TRADITIONAL ISD/CSD","Grade 10",13
"2016-2017",16,"SHERMAN COUNTY","TEXHOMA ISD",211901,"TRADITIONAL ISD/CSD","Grade 11",6
"2016-2017",16,"SHERMAN COUNTY","TEXHOMA ISD",211901,"TRADITIONAL ISD/CSD","Grade 12",7
"2016-2017",16,"DALLAM COUNTY","TEXLINE ISD",056902,"TRADITIONAL ISD/CSD","Pre-kindergarten",10
"2016-2017",16,"DALLAM COUNTY","TEXLINE ISD",056902,"TRADITIONAL ISD/CSD","Kindergarten",13
"2016-2017",16,"DALLAM COUNTY","TEXLINE ISD",056902,"TRADITIONAL ISD/CSD","Grade  1",13
"2016-2017",16,"DALLAM COUNTY","TEXLINE ISD",056902,"TRADITIONAL ISD/CSD","Grade  2",12
"2016-2017",16,"DALLAM COUNTY","TEXLINE ISD",056902,"TRADITIONAL ISD/CSD","Grade  3",11
"2016-2017",16,"DALLAM COUNTY","TEXLINE ISD",056902,"TRADITIONAL ISD/CSD","Grade  4",11
"2016-2017",16,"DALLAM COUNTY","TEXLINE ISD",056902,"TRADITIONAL ISD/CSD","Grade  5",10
"2016-2017",16,"DALLAM COUNTY","TEXLINE ISD",056902,"TRADITIONAL ISD/CSD","Grade  6",11
"2016-2017",16,"DALLAM COUNTY","TEXLINE ISD",056902,"TRADITIONAL ISD/CSD","Grade  7",17
"2016-2017",16,"DALLAM COUNTY","TEXLINE ISD",056902,"TRADITIONAL ISD/CSD","Grade  8",16
"2016-2017",16,"DALLAM COUNTY","TEXLINE ISD",056902,"TRADITIONAL ISD/CSD","Grade  9",12
"2016-2017",16,"DALLAM COUNTY","TEXLINE ISD",056902,"TRADITIONAL ISD/CSD","Grade 10",9
"2016-2017",16,"DALLAM COUNTY","TEXLINE ISD",056902,"TRADITIONAL ISD/CSD","Grade 11",14
"2016-2017",16,"DALLAM COUNTY","TEXLINE ISD",056902,"TRADITIONAL ISD/CSD","Grade 12",16
"2016-2017",13,"TRAVIS COUNTY","THE EXCEL CENTER",227828,"OPEN ENROLLMENT CHARTER","Grade  9",43
"2016-2017",13,"TRAVIS COUNTY","THE EXCEL CENTER",227828,"OPEN ENROLLMENT CHARTER","Grade 10",55
"2016-2017",13,"TRAVIS COUNTY","THE EXCEL CENTER",227828,"OPEN ENROLLMENT CHARTER","Grade 11",39
"2016-2017",13,"TRAVIS COUNTY","THE EXCEL CENTER",227828,"OPEN ENROLLMENT CHARTER","Grade 12",89
"2016-2017",13,"TRAVIS COUNTY","THE EXCEL CENTER (FOR ADULTS)",227827,"OPEN ENROLLMENT CHARTER","Grade  9",18
"2016-2017",13,"TRAVIS COUNTY","THE EXCEL CENTER (FOR ADULTS)",227827,"OPEN ENROLLMENT CHARTER","Grade 10",50
"2016-2017",13,"TRAVIS COUNTY","THE EXCEL CENTER (FOR ADULTS)",227827,"OPEN ENROLLMENT CHARTER","Grade 11",27
"2016-2017",13,"TRAVIS COUNTY","THE EXCEL CENTER (FOR ADULTS)",227827,"OPEN ENROLLMENT CHARTER","Grade 12",53
"2016-2017",04,"HARRIS COUNTY","THE LAWSON ACADEMY",101864,"OPEN ENROLLMENT CHARTER","Grade  6",99
"2016-2017",04,"HARRIS COUNTY","THE LAWSON ACADEMY",101864,"OPEN ENROLLMENT CHARTER","Grade  7",73
"2016-2017",04,"HARRIS COUNTY","THE LAWSON ACADEMY",101864,"OPEN ENROLLMENT CHARTER","Grade  8",65
"2016-2017",04,"HARRIS COUNTY","THE PRO-VISION ACADEMY",101868,"OPEN ENROLLMENT CHARTER","Grade  5",9
"2016-2017",04,"HARRIS COUNTY","THE PRO-VISION ACADEMY",101868,"OPEN ENROLLMENT CHARTER","Grade  6",44
"2016-2017",04,"HARRIS COUNTY","THE PRO-VISION ACADEMY",101868,"OPEN ENROLLMENT CHARTER","Grade  7",45
"2016-2017",04,"HARRIS COUNTY","THE PRO-VISION ACADEMY",101868,"OPEN ENROLLMENT CHARTER","Grade  8",66
"2016-2017",04,"HARRIS COUNTY","THE PRO-VISION ACADEMY",101868,"OPEN ENROLLMENT CHARTER","Grade  9",47
"2016-2017",04,"HARRIS COUNTY","THE PRO-VISION ACADEMY",101868,"OPEN ENROLLMENT CHARTER","Grade 10",49
"2016-2017",04,"HARRIS COUNTY","THE PRO-VISION ACADEMY",101868,"OPEN ENROLLMENT CHARTER","Grade 11",35
"2016-2017",04,"HARRIS COUNTY","THE PRO-VISION ACADEMY",101868,"OPEN ENROLLMENT CHARTER","Grade 12",46
"2016-2017",04,"HARRIS COUNTY","THE RHODES SCHOOL",101861,"OPEN ENROLLMENT CHARTER","Pre-kindergarten",178
"2016-2017",04,"HARRIS COUNTY","THE RHODES SCHOOL",101861,"OPEN ENROLLMENT CHARTER","Kindergarten",168
